gene,regulated,GO_IDS
SORT1,no,GO:0005515 GO:0010465 GO:0019899 GO:0030379 GO:0048406 GO:1905394 GO:0001503 GO:0006622 GO:0006892 GO:0006895 GO:0006897 GO:0007186 GO:0007218 GO:0008333 GO:0008625 GO:0010468 GO:0014902 GO:0016050 GO:0032509 GO:0032868 GO:0038180 GO:0045599 GO:0046323 GO:0048011 GO:0048227 GO:0051005 GO:0090160 GO:0099558
LOC107986141,down,
LIPM,down,GO:0004465 GO:0016042 GO:0070268
ETFB,no,GO:0005515 GO:0009055 GO:0009063 GO:0022904 GO:0033539
LOC100129034,no,
LOC105378685,down,
NRBP2,no,GO:0004674 GO:0005524 GO:0006468 GO:0006888 GO:0016242 GO:0030182 GO:0035556 GO:0043524
ACAN,down,GO:0005201 GO:0005515 GO:0005540 GO:0030021 GO:0030246 GO:0046872 GO:0001501 GO:0006508 GO:0007155 GO:0007417
BTG3-AS1,no,
RACK1,no,GO:0003723 GO:0005080 GO:0005102 GO:0005515 GO:0008200 GO:0008656 GO:0019899 GO:0019903 GO:0030292 GO:0030332 GO:0030971 GO:0035591 GO:0042169 GO:0042803 GO:0043022 GO:0045296 GO:0051434 GO:0060090 GO:0001934 GO:0002181 GO:0006915 GO:0006919 GO:0007049 GO:0007369 GO:0010629 GO:0016567 GO:0017148 GO:0030178 GO:0030308 GO:0030335 GO:0031334 GO:0032091 GO:0032436 GO:0032880 GO:0033137 GO:0042998 GO:0043065 GO:0043473 GO:0043547 GO:0045879 GO:0048511 GO:0050765 GO:0051302 GO:0051343 GO:0051726 GO:0051898 GO:0051901 GO:0061099 GO:0071333 GO:0071363 GO:0072344 GO:1900102 GO:1903208 GO:2000114 GO:2000543 GO:2001244
APRT,no,GO:0002055 GO:0003999 GO:0005515 GO:0016208 GO:0006166 GO:0006168 GO:0007595 GO:0007625 GO:0032263 GO:0032264 GO:0032869 GO:0044209
METTL21C,up,GO:0005515 GO:0016279 GO:0031072 GO:0006479 GO:0007519 GO:0008628 GO:0010880 GO:0018022 GO:0018023 GO:0071549
MEIS2,no,GO:0000978 GO:0000981 GO:0001228 GO:0003677 GO:0005515 GO:0008134 GO:1990837 GO:0000122 GO:0001654 GO:0006357 GO:0007420 GO:0008284 GO:0008542 GO:0009612 GO:0009880 GO:0009887 GO:0031016 GO:0045638 GO:0045931 GO:0045944 GO:0070848 GO:0110024
TFRC,no,GO:0001618 GO:0003723 GO:0003725 GO:0004998 GO:0005515 GO:0019901 GO:0030544 GO:0042802 GO:0042803 GO:0044877 GO:0051087 GO:0001558 GO:0001666 GO:0001934 GO:0006826 GO:0006879 GO:0006953 GO:0007568 GO:0007584 GO:0010039 GO:0010042 GO:0010628 GO:0010637 GO:0030316 GO:0030890 GO:0031334 GO:0031623 GO:0032526 GO:0033138 GO:0033572 GO:0035556 GO:0042102 GO:0042127 GO:0043066 GO:0043123 GO:0045780 GO:0045830 GO:0046688 GO:0046718 GO:0051092 GO:0071466 GO:0150104 GO:1900182 GO:1990830
HSPA12B,no,
ANAPC16,no,GO:0005515 GO:0007049 GO:0007346 GO:0016567 GO:0031145 GO:0051301 GO:0051445
LINC01714,down,
MYH11,no,GO:0000146 GO:0005515 GO:0005516 GO:0005524 GO:0008307 GO:0051015 GO:0006939 GO:0030241 GO:0031032 GO:0048251 GO:0055013
LOC389906,no,
ADA2,down,GO:0004000 GO:0008083 GO:0008201 GO:0008270 GO:0031685 GO:0042803 GO:0043394 GO:0006154 GO:0007165 GO:0046103
RNF149,no,GO:0046872 GO:0061630 GO:0006511 GO:0016567 GO:0031647 GO:0043409 GO:0071466
DLEU7,down,GO:0003674 GO:0008150
NUTM2B,down,
PGPEP1,no,GO:0016920 GO:0006508 GO:0030163
OR7C1,down,GO:0004930 GO:0004984 GO:0007165 GO:0007186 GO:0007283 GO:0050911
NECTIN1-DT,down,
DDX47,no,GO:0003723 GO:0003724 GO:0005515 GO:0005524 GO:0016887 GO:0006364 GO:0006397 GO:0008380 GO:0008625
LOC105375131,down,
SMIM29,no,
CT47A8,down,
IL17RB,no,GO:0004896 GO:0005515 GO:0030368 GO:0001558 GO:0006952 GO:0019221
TADA3,no,GO:0003713 GO:0005515 GO:0016922 GO:0019904 GO:0030374 GO:0000278 GO:0001932 GO:0006282 GO:0006355 GO:0006357 GO:0010628 GO:0016573 GO:0030520 GO:0031063 GO:0031647 GO:0035521 GO:0035522 GO:0043484 GO:0043966 GO:0044154 GO:0045893 GO:0045995 GO:0051302 GO:0051726 GO:0090043
ADAMTSL3,no,GO:0004222 GO:0005515 GO:0030198
PEX11G,down,GO:0005515 GO:0016559 GO:0044375
CABP1-DT,down,
TMEM132A,no,GO:0003674 GO:0008150
LOC107985868,down,
TERF1,no,GO:0003677 GO:0003691 GO:0003720 GO:0005515 GO:0008017 GO:0008301 GO:0042162 GO:0042802 GO:0042803 GO:0060090 GO:0071532 GO:0098505 GO:0000723 GO:0007004 GO:0008156 GO:0009410 GO:0016233 GO:0032206 GO:0032211 GO:0032214 GO:0045141 GO:0051301 GO:0051974 GO:0061820 GO:0090656 GO:1904357 GO:1904792 GO:1904850 GO:1904911 GO:1904914 GO:1905778 GO:1905839
USP32P2,no,
GUCY1A1,down,GO:0004383 GO:0005515 GO:0005525 GO:0020037 GO:0038023 GO:0006182 GO:0007263 GO:0008015 GO:0008217 GO:0010750 GO:0019934 GO:0038060 GO:0060087 GO:0070482 GO:0098925
KIAA1549L,down,
TSPO2,down,GO:0005515 GO:0015485 GO:0140485 GO:0032367 GO:0034389 GO:0043353 GO:0098739 GO:0140484
ZNF688,no,GO:0000977 GO:0000981 GO:0001227 GO:0003674 GO:0005515 GO:0046872 GO:0000122 GO:0006357 GO:0008150
ZNF75A,no,GO:0000977 GO:0000981 GO:0001227 GO:0005515 GO:0046872 GO:1990837 GO:0000122 GO:0006357 GO:0008150
OLMALINC,down,
AVPR2,down,GO:0004930 GO:0005000 GO:0005515 GO:0042277 GO:0001992 GO:0003084 GO:0003092 GO:0007186 GO:0007188 GO:0007190 GO:0007249 GO:0007599 GO:0008284 GO:0008285 GO:0010628 GO:0021537 GO:0034097 GO:0035814 GO:0045907
LSP1,down,GO:0003779 GO:0006935 GO:0006968 GO:0007165 GO:0098761
TPP1,no,GO:0004175 GO:0004252 GO:0005515 GO:0008233 GO:0008236 GO:0008240 GO:0035727 GO:0042277 GO:0046872 GO:0120146 GO:0006508 GO:0006629 GO:0007040 GO:0007399 GO:0007417 GO:0030163 GO:0030855 GO:0043171 GO:0045453 GO:0050885 GO:0070198 GO:1905146
RAB4B-EGLN2,no,
TBX18,down,GO:0000976 GO:0000978 GO:0000981 GO:0001227 GO:0005515 GO:0042803 GO:1990837 GO:0000122 GO:0001708 GO:0001756 GO:0003163 GO:0006357 GO:0016331 GO:0045893 GO:0051145 GO:0060829 GO:0060930 GO:0060931 GO:0072189 GO:0090103 GO:0098907
MRI1,no,GO:0005515 GO:0042802 GO:0046523 GO:0019284 GO:0019509
ZSCAN32,no,GO:0000978 GO:0000981 GO:0005515 GO:0042802 GO:0046872 GO:0006357
UNC45A,no,GO:0005515 GO:0045296 GO:0051879 GO:0007517 GO:0030154 GO:0061077
PARP14,no,GO:0003714 GO:0003950 GO:0005515 GO:0016779 GO:0019899 GO:1990404 GO:0010629 GO:0042531 GO:0042532 GO:0045087 GO:0045892 GO:0060336 GO:0070212 GO:1902216
C6orf52,no,
PAPSS2,no,GO:0004020 GO:0004781 GO:0005515 GO:0005524 GO:0016779 GO:0000103 GO:0007596 GO:0016310 GO:0042445 GO:0050428 GO:0060348
ABCA11P,no,
LOC101928216,down,
PTPN13,no,GO:0004725 GO:0005515 GO:0036312 GO:0001933 GO:0006470 GO:0014066 GO:0035335 GO:0097237 GO:1904890
PDRG1,no,GO:0005515 GO:0051082 GO:0006457 GO:0050821
CAND2,down,GO:0005515 GO:0017025 GO:0010265 GO:0016567 GO:0045893
THBS3,no,GO:0005201 GO:0005509 GO:0005515 GO:0008201 GO:0003417 GO:0007160 GO:0043931 GO:0060346
DELEC1,down,
ACKR2,down,GO:0004950 GO:0005044 GO:0005515 GO:0016493 GO:0019957 GO:0006897 GO:0006954 GO:0006955 GO:0007186 GO:0007204 GO:0019722 GO:0035556 GO:0060326 GO:0070098
EMC4,no,GO:0005515 GO:0032977 GO:0006915 GO:0045050 GO:0071816
ZMYM1,no,
LOC101928212,down,
NOD1,no,GO:0005515 GO:0005524 GO:0008656 GO:0038187 GO:0042802 GO:0042803 GO:0042834 GO:0044877 GO:0050700 GO:0002221 GO:0002606 GO:0006915 GO:0006919 GO:0006952 GO:0006954 GO:0007165 GO:0007249 GO:0007254 GO:0009595 GO:0010942 GO:0016045 GO:0032731 GO:0032755 GO:0032757 GO:0032760 GO:0035556 GO:0042742 GO:0042981 GO:0043123 GO:0043280 GO:0045087 GO:0046330 GO:0050830 GO:0051000 GO:0051092 GO:0060907 GO:0070371 GO:0070374 GO:0071225 GO:0098792 GO:1901224 GO:1904417
CD163L1,no,GO:0005044 GO:0006897
LOC90246,down,
PRR29,no,
MLPH,no,GO:0003779 GO:0005515 GO:0017022 GO:0030674 GO:0031267 GO:0046872 GO:0006886 GO:0032402
LOC105370687,no,
APAF1,no,GO:0000166 GO:0005515 GO:0005524 GO:0008656 GO:0031072 GO:0042802 GO:0043531 GO:0001666 GO:0001822 GO:0001843 GO:0006915 GO:0006919 GO:0007399 GO:0007568 GO:0007584 GO:0008635 GO:0010659 GO:0030154 GO:0030900 GO:0042981 GO:0043065 GO:0051402 GO:0070059 GO:0071560 GO:0072432 GO:0097193 GO:0097202 GO:1902510 GO:2001235
PLAC8,no,GO:0003682 GO:0006366 GO:0008284 GO:0009409 GO:0040015 GO:0042742 GO:0043066 GO:0045944 GO:0050873 GO:0120162
SRRM2,no,GO:0003723 GO:0003729 GO:0005515 GO:0047485 GO:0070742 GO:0000398
C18orf21,no,
BACE1,no,GO:0001540 GO:0004175 GO:0004190 GO:0005515 GO:0008233 GO:0008798 GO:0019899 GO:0006508 GO:0006509 GO:0009314 GO:0010288 GO:0016485 GO:0034205 GO:0042987 GO:0043525 GO:0050435 GO:0050966 GO:0060134 GO:0071280 GO:0071287 GO:0099171 GO:0140448 GO:1904646 GO:1990000
INO80D,no,
CUL3,no,GO:0004842 GO:0005112 GO:0005515 GO:0030332 GO:0031208 GO:0031625 GO:0042802 GO:0061630 GO:0000082 GO:0000122 GO:0000209 GO:0001831 GO:0006511 GO:0006513 GO:0006888 GO:0006954 GO:0007080 GO:0007229 GO:0007369 GO:0008284 GO:0010467 GO:0016055 GO:0016477 GO:0016567 GO:0017145 GO:0030030 GO:0031145 GO:0031398 GO:0031648 GO:0032467 GO:0035024 GO:0040016 GO:0043149 GO:0043161 GO:0044346 GO:0045842 GO:0048208 GO:0051865 GO:0070936 GO:0071630 GO:0072576 GO:0097193 GO:0140252 GO:1901992
CCR2,down,GO:0004950 GO:0005515 GO:0016493 GO:0019957 GO:0031727 GO:0035715 GO:0035716 GO:0035717 GO:0042802 GO:0001974 GO:0002407 GO:0002548 GO:0002724 GO:0002827 GO:0002829 GO:0006874 GO:0006935 GO:0006954 GO:0006955 GO:0006959 GO:0006968 GO:0007186 GO:0007194 GO:0007204 GO:0007259 GO:0009611 GO:0010574 GO:0010820 GO:0016525 GO:0019221 GO:0019233 GO:0019722 GO:0019725 GO:0030097 GO:0032729 GO:0032743 GO:0032760 GO:0035696 GO:0035705 GO:0043310 GO:0045580 GO:0046641 GO:0048873 GO:0050727 GO:0050729 GO:0050870 GO:0051968 GO:0060326 GO:0061756 GO:0070098 GO:0090026 GO:0090265 GO:0090594 GO:0097350 GO:0120162 GO:1903238 GO:1904783 GO:1905517 GO:1905521 GO:2000412 GO:2000439 GO:2000451 GO:2000464 GO:2000473
ZNF780A,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
CARD10,no,GO:0005515 GO:0030159 GO:0050700 GO:0007250 GO:0042981 GO:0065003 GO:0090051 GO:1900182
CA9,down,GO:0004089 GO:0005515 GO:0008270 GO:0016836 GO:0140677 GO:0001666 GO:0002009 GO:0006730 GO:0009410 GO:0033574 GO:0046903
RSPH14,down,GO:0003674 GO:0005515 GO:0008150
TUT7,no,GO:0003723 GO:0005515 GO:0008270 GO:0016779 GO:0035198 GO:0050265 GO:0070569 GO:0000289 GO:0001556 GO:0010526 GO:0010586 GO:0031054 GO:0031123 GO:0071044 GO:0071076 GO:1990074
SLITRK4,down,
ZNF777,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357 GO:0008285 GO:0045892 GO:0051291
CCBE1,no,GO:0002020 GO:0005509 GO:0005515 GO:0005518 GO:0001946 GO:0002040 GO:0003016 GO:0010575 GO:0010595 GO:0010954 GO:0030324 GO:0045766 GO:0048845 GO:1900748 GO:1901492 GO:1904977
STK39,no,GO:0004674 GO:0005515 GO:0005524 GO:0016301 GO:0106310 GO:0002021 GO:0006468 GO:0006954 GO:0007165 GO:0008217 GO:0010820 GO:0018105 GO:0018107 GO:0030644 GO:0032414 GO:0035556 GO:0035725 GO:0035865 GO:0036438 GO:0038146 GO:0042116 GO:0046777 GO:0050727 GO:0071476 GO:0090188 GO:1900745 GO:1901017 GO:1901380 GO:1904044 GO:1905408 GO:1990869 GO:2000650
TMEM223,no,GO:0097177 GO:0007399 GO:0033617
LINC00467,no,
RPL41,no,GO:0003723 GO:0003730 GO:0003735 GO:0005515 GO:0048027 GO:0002181 GO:0006412
XPC,no,GO:0000404 GO:0000405 GO:0003684 GO:0003697 GO:0003713 GO:0005515 GO:0044877 GO:0061629 GO:0140612 GO:0000720 GO:0006281 GO:0006289 GO:0006298 GO:0009410 GO:0010224 GO:0010996 GO:0031573 GO:0045893 GO:0070914 GO:1901990
PDHB,no,GO:0004739 GO:0005515 GO:0034604 GO:0006006 GO:0006086 GO:0006099 GO:0061732
LOC105376236,down,
EGFL8,no,GO:0005102 GO:0005509 GO:0005515 GO:0001701 GO:0048856
MATK,down,GO:0004713 GO:0004715 GO:0005515 GO:0005524 GO:0006468 GO:0008284 GO:0018108
VAMP3,no,GO:0005484 GO:0005515 GO:0017075 GO:0019905 GO:0001921 GO:0002639 GO:0006887 GO:0006904 GO:0006906 GO:0016192 GO:0017156 GO:0034446 GO:0035493 GO:0042147 GO:0043001 GO:0061025 GO:0065003 GO:0070254 GO:0071346 GO:1903531 GO:1903593
TIAF1,no,
SLC35E3,no,GO:0005338 GO:0005515 GO:0015297 GO:0015931 GO:0055085 GO:1901264
FGF13,no,GO:0005515 GO:0008017 GO:0008083 GO:0017080 GO:0044325 GO:0048487 GO:0000165 GO:0001764 GO:0006814 GO:0007026 GO:0007165 GO:0007267 GO:0007399 GO:0007612 GO:0007613 GO:0021766 GO:0021795 GO:0045200 GO:0046785 GO:0048671 GO:0048755 GO:0072659 GO:0098909 GO:1904862 GO:1905150
BMP1,no,GO:0004222 GO:0004252 GO:0005125 GO:0005509 GO:0005515 GO:0008083 GO:0008233 GO:0008237 GO:0008270 GO:0042802 GO:0001501 GO:0001502 GO:0001503 GO:0006508 GO:0007165 GO:0009953 GO:0016485 GO:0030154 GO:0030199 GO:0061036
LINC01376,down,
CES2,no,GO:0047374 GO:0052689 GO:0006693 GO:0006805 GO:0009056
GCNT3,down,GO:0003829 GO:0008109 GO:0008375 GO:0106325 GO:0106326 GO:0005975 GO:0006493 GO:0016266 GO:0048729 GO:0050892 GO:0060993
GPR55,down,GO:0004930 GO:0004949 GO:0007186 GO:0007202 GO:0035025 GO:0038171 GO:0045453 GO:0045671 GO:0051482 GO:0070374
LNPK,no,GO:0042802 GO:0046872 GO:0007029 GO:0007596 GO:0032330 GO:0035115 GO:0042733 GO:0060173 GO:0071786 GO:0071788 GO:1903373
FAM167A,no,
OTX1,no,GO:0000978 GO:0000981 GO:0001228 GO:0005515 GO:1990837 GO:0006357 GO:0009952 GO:0022037 GO:0030901 GO:0042472 GO:0045944 GO:0048852
GPRIN2,down,GO:0005515 GO:0031175
MED25,no,GO:0001223 GO:0005515 GO:0042974 GO:0046965 GO:0000122 GO:0032968 GO:0035563 GO:0045944 GO:0048147 GO:0051123 GO:0060261 GO:2001178
LRRC14,no,GO:0005515 GO:0019900 GO:0032088 GO:0034122
NDUFAF5,no,GO:0003674 GO:0005515 GO:0008168 GO:0016491 GO:0030961 GO:0032259 GO:0032981
MANEAL,no,
TRAPPC10,no,GO:0005515 GO:0006888 GO:0006891 GO:0006901 GO:0034498 GO:0099022
UBA3,no,GO:0005515 GO:0005524 GO:0019781 GO:0019788 GO:0042802 GO:0046982 GO:0006508 GO:0007113 GO:0032446 GO:0036211 GO:0043687 GO:0045116 GO:0051726
CALN1,down,
C1QTNF2,down,GO:0005515 GO:0019216
LOC105378120,up,
CCNQ,no,GO:0005515 GO:0016538 GO:0006357 GO:0050790 GO:1902749
PCDHB7,down,GO:0005509 GO:0007155 GO:0007156 GO:0007399
MEX3C,no,GO:0003723 GO:0005515 GO:0046872 GO:0061630 GO:0003415 GO:0016567 GO:0045598 GO:0097009
DDX11L2,down,
CHD2,no,GO:0000978 GO:0003677 GO:0003682 GO:0003723 GO:0004386 GO:0005515 GO:0005524 GO:0016887 GO:0042393 GO:0140658 GO:0006338 GO:0006357 GO:0006974 GO:0007517 GO:0010467 GO:0034728 GO:0060218
LINC02685,down,
AHCTF1,no,GO:0003677 GO:0006913 GO:0007049 GO:0015031 GO:0032465 GO:0051028 GO:0051292 GO:0051301
MYOM2,down,GO:0005515 GO:0008307 GO:0019900 GO:0051015 GO:0045214
ANKRD55,down,
RPS7,no,GO:0003723 GO:0003730 GO:0003735 GO:0005515 GO:0019901 GO:0048027 GO:1990948 GO:0001843 GO:0002181 GO:0006364 GO:0006412 GO:0010628 GO:0014033 GO:0042274 GO:0050821 GO:1902255 GO:1904667 GO:2000059
LOC107984000,down,
LINC00899,up,
PLEKHO2,no,
MTCH1,no,GO:0005515 GO:0006915 GO:0006919 GO:0009966 GO:0043065 GO:0045161
PBLD,up,GO:0003674 GO:0005515 GO:0016853 GO:0042802 GO:0009058 GO:0030277 GO:0030512 GO:0060392
MIR3652,no,
ZNF501,no,GO:0000978 GO:0003700 GO:0005515 GO:0046872 GO:1990837 GO:0006357 GO:0007030
SLC25A45,no,GO:0022857 GO:0006810 GO:0055085
CDYL,no,GO:0003682 GO:0003714 GO:0005515 GO:0030674 GO:0035064 GO:0120092 GO:0007283 GO:0007286 GO:0045892 GO:0060816 GO:0120094
CRNN,down,GO:0005509 GO:0005515 GO:0046914 GO:0048306 GO:0009408 GO:0010468 GO:0010838 GO:0014066 GO:0051092 GO:0071345 GO:0098609 GO:1902808
MAPK8IP2,down,GO:0001540 GO:0005078 GO:0005198 GO:0005515 GO:0019894 GO:0019901 GO:0044877 GO:0001662 GO:0007172 GO:0007254 GO:0007617 GO:0010469 GO:0032874 GO:0035176 GO:0046328 GO:0046958 GO:0048813 GO:0051966 GO:0060079 GO:2000310 GO:2000311 GO:2001234
PPP6C,no,GO:0004722 GO:0005515 GO:0017018 GO:0046872 GO:0000082 GO:0006470 GO:0045087 GO:0048208
SLC25A43,no,
UBE2E2,no,GO:0004842 GO:0005515 GO:0005524 GO:0042296 GO:0061631 GO:0000209 GO:0006974 GO:0032020 GO:0070534 GO:0070936 GO:0070979 GO:1900087
CGGBP1,no,GO:0003690 GO:0005515 GO:0042802 GO:0140297 GO:0000122 GO:0010468 GO:0040029
TSTD2,no,GO:0003674 GO:0005515 GO:0008150
ACVRL1,down,GO:0004674 GO:0004675 GO:0005024 GO:0005025 GO:0005515 GO:0005524 GO:0016361 GO:0019901 GO:0046332 GO:0046872 GO:0048185 GO:0050431 GO:0098821 GO:0001525 GO:0001666 GO:0001701 GO:0001936 GO:0001937 GO:0001938 GO:0001946 GO:0001955 GO:0001974 GO:0002043 GO:0003203 GO:0006275 GO:0006355 GO:0006468 GO:0007162 GO:0007165 GO:0007179 GO:0007507 GO:0008015 GO:0008217 GO:0008285 GO:0009953 GO:0010596 GO:0010629 GO:0010862 GO:0030308 GO:0030336 GO:0030509 GO:0030513 GO:0032332 GO:0032924 GO:0035313 GO:0035912 GO:0043535 GO:0043537 GO:0045602 GO:0045603 GO:0045766 GO:0045893 GO:0045944 GO:0051895 GO:0060836 GO:0060840 GO:0060841 GO:0061154 GO:0061298 GO:0071363 GO:0071560 GO:0071773 GO:0090500 GO:2000279
GNB4,no,GO:0005515 GO:0030159 GO:0044877 GO:0007186 GO:0021762
ARHGEF25,down,GO:0005085 GO:0007411 GO:0035023 GO:0050790 GO:0051056
AMIGO1,no,GO:0005515 GO:0015459 GO:0007156 GO:0007157 GO:0007409 GO:0007413 GO:0007420 GO:0010976 GO:0042552 GO:0050772 GO:0051965 GO:1901381 GO:1903818 GO:1905232
ZNF746,no,GO:0000976 GO:0000978 GO:0001227 GO:0003700 GO:0005515 GO:0031625 GO:0046872 GO:0000122 GO:0006357 GO:0045892 GO:0045944 GO:0051260 GO:0051291 GO:1901216
TIMM10,no,GO:0005515 GO:0008270 GO:0032977 GO:0042803 GO:0051087 GO:0006626 GO:0007605 GO:0045039
TNS3,no,GO:0005515 GO:0016791 GO:0016311
TMPRSS2,down,GO:0004252 GO:0005044 GO:0005515 GO:0008236 GO:0006508 GO:0006897 GO:0016540 GO:0046598
LAGE3,no,GO:0005515 GO:0008033 GO:0008150 GO:0070525
ACY1,no,GO:0004046 GO:0005515 GO:0042802 GO:0046872 GO:0006520
WDR20,no,
SUPT7L,no,GO:0003713 GO:0005515 GO:0046982 GO:0006282 GO:0035521 GO:0035522 GO:0043484 GO:0043966 GO:0045893 GO:0051457
ADPRH,down,GO:0000287 GO:0003875 GO:0005096 GO:0005515 GO:0030955 GO:0036211 GO:0051725 GO:0090630 GO:2000785
ME3,no,GO:0004470 GO:0004471 GO:0004473 GO:0008948 GO:0046872 GO:0051287 GO:0070401 GO:0006090 GO:0006108 GO:0009060 GO:0072592
MORC2,no,GO:0000287 GO:0003682 GO:0005515 GO:0005524 GO:0008270 GO:0016887 GO:0042803 GO:0006338 GO:0006631 GO:0006974 GO:0045814 GO:0045869 GO:0090309
VASP,no,GO:0003779 GO:0005515 GO:0005522 GO:0017124 GO:0045296 GO:0001843 GO:0007411 GO:0008154 GO:0030036 GO:0030838 GO:0051289
SLC35C2,no,GO:0015297 GO:0010629 GO:0015786 GO:0036066 GO:0045747
MRAP2,down,GO:0005515 GO:0030545 GO:0031780 GO:0031781 GO:0031782 GO:0031783 GO:0042802 GO:0070996 GO:0006112 GO:0007631 GO:0072659 GO:0097009 GO:0106070 GO:0106071 GO:0106072 GO:1903077
RAB23,no,GO:0003924 GO:0005515 GO:0005525 GO:0000045 GO:0006886 GO:0006968 GO:0042308 GO:0046039 GO:0060271 GO:0097094
GREB1L,no,
UBE2Q1-AS1,no,
OSGEPL1,no,GO:0046872 GO:0061711 GO:0002949
LOC730098,down,
DNAI1,down,GO:0003774 GO:0005515 GO:0045503 GO:0045504 GO:0003341 GO:0003351 GO:0007018 GO:0007368 GO:0007507 GO:0008286 GO:0030317 GO:0036158
ABITRAM,no,GO:0003785 GO:0005515 GO:0051015 GO:0030833 GO:0048813 GO:0051489
WT1,down,GO:0000976 GO:0000978 GO:0000981 GO:0001228 GO:0003700 GO:0003723 GO:0005515 GO:0008270 GO:0010385 GO:0043565 GO:0044729 GO:0070742 GO:0000122 GO:0001570 GO:0001657 GO:0001658 GO:0001822 GO:0003156 GO:0006355 GO:0006357 GO:0007281 GO:0007356 GO:0007507 GO:0007530 GO:0008285 GO:0008380 GO:0008406 GO:0008584 GO:0009888 GO:0010628 GO:0030308 GO:0030325 GO:0030539 GO:0030855 GO:0032835 GO:0032836 GO:0035802 GO:0043010 GO:0043066 GO:0045892 GO:0045893 GO:0045944 GO:0060231 GO:0060421 GO:0060539 GO:0060923 GO:0061032 GO:0071320 GO:0071371 GO:0072075 GO:0072112 GO:0072166 GO:0072207 GO:0072284 GO:0072302 GO:1902895 GO:1905643 GO:2000020 GO:2000195 GO:2001076
TNKS2-DT,down,
ZNF333,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
ZNF586,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
NEURL3,down,GO:0046872 GO:0061630 GO:0016567 GO:0045087
LINC00674,no,
GNG12,no,GO:0005515 GO:0030165 GO:0031681 GO:0007165 GO:0007186
ZC3H15,no,GO:0003723 GO:0005515 GO:0045296 GO:0046872 GO:0002181 GO:0019221 GO:0043547
GNPAT,no,GO:0016287 GO:0006631 GO:0006654 GO:0007416 GO:0007584 GO:0008611 GO:0008654 GO:0009410 GO:0021587 GO:0030913 GO:0042594 GO:0061024 GO:0070542
ARPC4,no,GO:0005200 GO:0005515 GO:0019899 GO:0030674 GO:0051015 GO:0030041 GO:0030833 GO:0034314 GO:0045010
CMTM4,no,
FOXN3,no,GO:0000981 GO:0000987 GO:0003700 GO:0005515 GO:0008022 GO:0006355 GO:0006357 GO:0007095 GO:0045892 GO:0097094
FLVCR1,no,GO:0005515 GO:0015232 GO:0020037 GO:0001568 GO:0001701 GO:0006783 GO:0006839 GO:0006879 GO:0015886 GO:0030218 GO:0035264 GO:0042733 GO:0043249 GO:0046620 GO:0048536 GO:0048704 GO:0055085 GO:0060323 GO:0097037
FAHD2CP,no,
LINC01010,down,
PIM1,no,GO:0004674 GO:0005515 GO:0005524 GO:0008134 GO:0030145 GO:0043024 GO:0106310 GO:0006468 GO:0006915 GO:0007049 GO:0022898 GO:0043066 GO:0043433 GO:0045893 GO:0046777 GO:0050821 GO:0060045 GO:0070561 GO:0090336 GO:1902033 GO:1905062 GO:1990748
MAN2A1,no,GO:0004559 GO:0004572 GO:0016799 GO:0030246 GO:0042803 GO:0046872 GO:0001701 GO:0001889 GO:0006013 GO:0006486 GO:0006491 GO:0006517 GO:0007005 GO:0007033 GO:0007585 GO:0019082 GO:0048286 GO:0050769 GO:0060042
BRAT1,no,GO:0005515 GO:0001934 GO:0006006 GO:0006915 GO:0006974 GO:0008283 GO:0010212 GO:0016477 GO:0030307 GO:0051646
CAMKK2,no,GO:0004674 GO:0004683 GO:0004713 GO:0005509 GO:0005516 GO:0005524 GO:0106310 GO:0000165 GO:0001934 GO:0006468 GO:0007165 GO:0018108 GO:0019722 GO:0032147 GO:0034614 GO:0045859 GO:0045893 GO:0046777 GO:0061762 GO:1903599
ZNF707,no,GO:0000978 GO:0003700 GO:0005515 GO:0046872 GO:0006357
CKB,no,GO:0004111 GO:0005515 GO:0005524 GO:0016301 GO:0031625 GO:0016310 GO:0021549 GO:0021762 GO:0030644 GO:0046314 GO:0071391 GO:1904568
GAS5-AS1,no,
HNF4G,up,GO:0000978 GO:0000981 GO:0001228 GO:0003700 GO:0004879 GO:0008270 GO:0006357 GO:0030154 GO:0030522 GO:0045944 GO:0048856
