gene,regulated,GO_IDS
PARK7,no,GO:0001046 GO:0003690 GO:0003697 GO:0003713 GO:0003729 GO:0005102 GO:0005507 GO:0005515 GO:0008233 GO:0016532 GO:0016684 GO:0019826 GO:0019899 GO:0019900 GO:0019955 GO:0036470 GO:0036478 GO:0036524 GO:0042802 GO:0042803 GO:0044388 GO:0044390 GO:0044877 GO:0045296 GO:0045340 GO:0050681 GO:0051920 GO:0097110 GO:0140297 GO:1903135 GO:1903136 GO:1990381 GO:1990422 GO:0001933 GO:0002866 GO:0006281 GO:0006469 GO:0006508 GO:0006517 GO:0006914 GO:0006954 GO:0006979 GO:0007005 GO:0007265 GO:0007338 GO:0008344 GO:0009438 GO:0010273 GO:0010628 GO:0010629 GO:0016570 GO:0019249 GO:0030073 GO:0031334 GO:0031397 GO:0032091 GO:0032148 GO:0032435 GO:0032679 GO:0032757 GO:0033138 GO:0033182 GO:0033234 GO:0033864 GO:0034599 GO:0035065 GO:0036471 GO:0036526 GO:0036527 GO:0036528 GO:0036529 GO:0036530 GO:0036531 GO:0042593 GO:0042743 GO:0043066 GO:0043523 GO:0043524 GO:0045944 GO:0046295 GO:0046826 GO:0050727 GO:0050787 GO:0050821 GO:0051091 GO:0051444 GO:0051583 GO:0051881 GO:0051897 GO:0051899 GO:0060081 GO:0060548 GO:0060765 GO:0061727 GO:0070301 GO:0070994 GO:0098869 GO:0106044 GO:0106045 GO:0106046 GO:0110095 GO:0140041 GO:1900182 GO:1901215 GO:1901671 GO:1901984 GO:1902177 GO:1902236 GO:1902903 GO:1902958 GO:1903073 GO:1903094 GO:1903122 GO:1903168 GO:1903178 GO:1903181 GO:1903189 GO:1903190 GO:1903197 GO:1903200 GO:1903202 GO:1903206 GO:1903208 GO:1903377 GO:1903384 GO:1903427 GO:1903428 GO:1903599 GO:1905259 GO:2000157 GO:2000277 GO:2000679 GO:2000825 GO:2001237 GO:2001268
CD58,no,GO:0005102 GO:0005515 GO:0032757 GO:0034113 GO:0071346 GO:0071356 GO:0098609
LOC105379350,down,
FREM2,down,GO:0005515 GO:0046872 GO:0001654 GO:0001822 GO:0002009 GO:0007154 GO:0007155 GO:0007507 GO:0009653 GO:0042733 GO:0048839
BCAR1,no,GO:0005515 GO:0017124 GO:0019901 GO:0001558 GO:0007015 GO:0007155 GO:0007169 GO:0007173 GO:0007186 GO:0007229 GO:0008286 GO:0010595 GO:0016477 GO:0030335 GO:0035729 GO:0042981 GO:0048008 GO:0048010 GO:0048011 GO:0048012 GO:0050851 GO:0050852 GO:0050853 GO:0051301 GO:0060326 GO:0086100 GO:0090527
XAGE2,down,
ANXA5,no,GO:0001786 GO:0004859 GO:0005509 GO:0005515 GO:0005543 GO:0005544 GO:0007165 GO:0007596 GO:0010033 GO:0043066 GO:0043086 GO:0050819
CT47A10,down,
LDAH,no,GO:0004771 GO:0016042 GO:0019915
TTLL5,no,GO:0005524 GO:0015631 GO:0046872 GO:0070740 GO:0000226 GO:0018095 GO:0060041
LOC101927911,no,
TEX264,no,GO:0005515 GO:0038023 GO:0061709 GO:0106300
CPPED1,no,
GORASP1,no,GO:0005515 GO:0046872 GO:0006487 GO:0007030 GO:0015031 GO:0050774 GO:0061951
CEACAM6,down,GO:0005515 GO:0042802 GO:0046982 GO:0006915 GO:0007156 GO:0007157 GO:0007165 GO:0008284 GO:0030335 GO:0034116 GO:1904906 GO:2000811
LINC01619,down,
KCNN4,no,GO:0005267 GO:0005515 GO:0005516 GO:0015269 GO:0016286 GO:0019903 GO:0022894 GO:0002376 GO:0006811 GO:0006813 GO:0006816 GO:0006884 GO:0006952 GO:0030322 GO:0045332 GO:0046541 GO:0050714 GO:0050862 GO:0051649 GO:0071805 GO:1901381
NDUFA13,no,GO:0005515 GO:0005524 GO:0009060 GO:0010952 GO:0030308 GO:0032981 GO:0035458 GO:0042776 GO:0043280 GO:0045039 GO:0045732 GO:0045892 GO:0071300 GO:0072593 GO:0097190 GO:0097191 GO:2001243
SELPLG,no,GO:0001618 GO:0005102 GO:0005515 GO:0007155 GO:0030097 GO:0046718 GO:0050900 GO:0050901 GO:0050902 GO:0071354
CYS1,no,
ARHGAP19-SLIT1,no,
MIR147B,no,
PEX16,no,GO:0005515 GO:0008022 GO:0006625 GO:0007031 GO:0016557 GO:0016558 GO:0022615 GO:0032581 GO:0045046 GO:0106101
FLNA,no,GO:0001664 GO:0003723 GO:0005080 GO:0005515 GO:0015459 GO:0019900 GO:0031267 GO:0034988 GO:0042803 GO:0044325 GO:0045296 GO:0051015 GO:0051020 GO:0140297 GO:0001525 GO:0001837 GO:0001974 GO:0003007 GO:0007195 GO:0007597 GO:0010572 GO:0010977 GO:0016479 GO:0030334 GO:0031532 GO:0032231 GO:0034394 GO:0035855 GO:0042177 GO:0042307 GO:0043066 GO:0043113 GO:0043123 GO:0043433 GO:0044319 GO:0045022 GO:0045184 GO:0045216 GO:0048680 GO:0050808 GO:0050821 GO:0051209 GO:0051220 GO:0051764 GO:0060271 GO:0070527 GO:0071526 GO:0072659 GO:0090042 GO:0090307 GO:1900026 GO:1901381 GO:1905000 GO:1905031 GO:2001046
LOC101927044,down,
SNORD80,no,
NTSR1,down,GO:0004930 GO:0005515 GO:0016492 GO:0042802 GO:0044877 GO:0047485 GO:0001659 GO:0003085 GO:0003254 GO:0007186 GO:0007218 GO:0007268 GO:0007612 GO:0008344 GO:0010628 GO:0014049 GO:0014054 GO:0033993 GO:0043065 GO:0043066 GO:0043576 GO:0050965 GO:0051092 GO:0051280 GO:0051281 GO:0051930 GO:0060732 GO:0070779 GO:0071545 GO:0090238 GO:0097151 GO:0098712 GO:0098900 GO:2001259
MAPK3,no,GO:0001784 GO:0004674 GO:0004707 GO:0004708 GO:0005515 GO:0005524 GO:0019902 GO:0042802 GO:0106310 GO:0140297 GO:0000165 GO:0001934 GO:0006351 GO:0006468 GO:0006915 GO:0007049 GO:0007166 GO:0008286 GO:0010628 GO:0010759 GO:0016310 GO:0019233 GO:0030278 GO:0030509 GO:0030641 GO:0030878 GO:0031281 GO:0031663 GO:0032212 GO:0032872 GO:0034198 GO:0034614 GO:0035556 GO:0038083 GO:0042473 GO:0042770 GO:0043330 GO:0045944 GO:0048009 GO:0048538 GO:0050804 GO:0051090 GO:0051216 GO:0051403 GO:0051493 GO:0051973 GO:0060020 GO:0060324 GO:0060425 GO:0060440 GO:0061308 GO:0070371 GO:0070374 GO:0070498 GO:0070849 GO:0071260 GO:0071276 GO:0071356 GO:0072584 GO:0090170 GO:0098792 GO:0120041 GO:1903351 GO:1904355 GO:1904417 GO:2000641 GO:2000657
LOC107986973,down,
JAKMIP3,down,
CDC42BPB,no,GO:0000287 GO:0004672 GO:0004674 GO:0005524 GO:0031267 GO:0044877 GO:0106310 GO:0006468 GO:0007010 GO:0007163 GO:0007165 GO:0016477 GO:0018107 GO:0031032 GO:0031532
PPIL1,no,GO:0003755 GO:0005515 GO:0016018 GO:0097718 GO:0000398 GO:0000413 GO:0006457 GO:1990403
TMEM191C,down,
CRIPT,no,GO:0005515 GO:0008017 GO:0030165 GO:0044877 GO:0097110 GO:0031122 GO:0035372 GO:0045184 GO:0099151 GO:1902897
SLC25A6,no,GO:0005471 GO:0005515 GO:0006915 GO:0140021 GO:1901029 GO:1990544
KCNA6,down,GO:0005249 GO:0005251 GO:0005515 GO:0006813 GO:0034765 GO:0051260 GO:0071805
FLG,down,GO:0005509 GO:0005515 GO:0030280 GO:0046914 GO:0018149 GO:0030216 GO:0061436
YLPM1,no,GO:0003723 GO:0005515 GO:0008150 GO:0032204
MAD1L1,no,GO:0005515 GO:0042802 GO:0043515 GO:0007094 GO:0042130 GO:0048538 GO:0051301 GO:0051315 GO:0090235 GO:0090267
APCDD1L,no,GO:0005515 GO:0017147 GO:0030178
DDHD2,no,GO:0004620 GO:0004806 GO:0046872 GO:0000266 GO:0007626 GO:0008542 GO:0019433 GO:0034389 GO:0090141
ZNF503,no,GO:0005515 GO:0046872 GO:0008285 GO:0010629 GO:0045892 GO:0061351 GO:0070315
GSEC,no,
GAK,no,GO:0004674 GO:0005515 GO:0005524 GO:0030276 GO:0030332 GO:0051087 GO:0106310 GO:0006468 GO:0006898 GO:0007029 GO:0007030 GO:0007049 GO:0010977 GO:0016191 GO:0034067 GO:0051085 GO:0072318 GO:0072583 GO:0072659 GO:0090160 GO:1905224
CALCRL,down,GO:0001605 GO:0001635 GO:0004930 GO:0004948 GO:0005515 GO:0008528 GO:1990409 GO:0001525 GO:0006816 GO:0007166 GO:0007187 GO:0007188 GO:0007189 GO:0007507 GO:0015031 GO:0031623 GO:0045986 GO:0050728 GO:0071329 GO:1904707 GO:1990408 GO:1990410 GO:1990874
CFAP92,no,
KRT16,down,GO:0005200 GO:0005515 GO:0002009 GO:0006954 GO:0007010 GO:0007568 GO:0030216 GO:0030336 GO:0030855 GO:0031424 GO:0042633 GO:0045087 GO:0045109 GO:0051546 GO:0061436
LOC101929756,down,
MICOS13,no,GO:0005515 GO:0007007 GO:0042407
ZNF610,down,GO:0000978 GO:0000981 GO:0046872 GO:0006357
TRIM21,no,GO:0003677 GO:0003713 GO:0003723 GO:0004842 GO:0005515 GO:0008270 GO:0019901 GO:0042802 GO:0042803 GO:0061630 GO:0000209 GO:0006513 GO:0007049 GO:0010468 GO:0010508 GO:0016567 GO:0031648 GO:0032088 GO:0032092 GO:0032479 GO:0032880 GO:0032897 GO:0034341 GO:0043123 GO:0044790 GO:0045087 GO:0045787 GO:0045824 GO:0045893 GO:0046596 GO:0046598 GO:0051091 GO:0051092 GO:0051865 GO:0062197 GO:0070534 GO:0090086
LOC105372442,down,
CT47A12,down,
MCF2,down,GO:0005085 GO:0005515 GO:0016358 GO:0035556 GO:0050771 GO:0050790 GO:0051056 GO:1990830
SLC38A2,no,GO:0005283 GO:0005295 GO:0005298 GO:0005515 GO:0015171 GO:0015172 GO:0015179 GO:0015186 GO:0015194 GO:0015655 GO:0003333 GO:0006814 GO:0006836 GO:0006865 GO:0006868 GO:0007565 GO:0010628 GO:0014850 GO:0015800 GO:0015804 GO:0015824 GO:0015825 GO:0021987 GO:0031460 GO:0032328 GO:0033120 GO:0034198 GO:0043090 GO:0071260 GO:0080135 GO:0150104 GO:1903294 GO:1903803 GO:1903812 GO:1903841 GO:1904271
PRODH,down,GO:0004657 GO:0071949 GO:0006560 GO:0006562 GO:0008631 GO:0010133 GO:0010942 GO:0019470
TMEM30A-DT,down,
MIR3911,no,
ZNF286A,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
TRNAU1AP,no,GO:0000049 GO:0003723 GO:0005515 GO:0001514
FAHD1,no,
FAM47E,down,GO:0005515 GO:0008047 GO:0031062 GO:0045815 GO:0050790 GO:0071168
GADD45G,down,GO:0005515 GO:0006915 GO:0030154 GO:0043065 GO:0046330 GO:0051726 GO:0120162 GO:1900745
NIT1,no,GO:0110050 GO:0043605
SETD1B,no,GO:0003723 GO:0005515 GO:0018024 GO:0042800 GO:0006325 GO:0044648 GO:0051568 GO:0080182 GO:0097692
TRIM38,no,GO:0003713 GO:0005515 GO:0008270 GO:0019901 GO:0042803 GO:0061630 GO:0000209 GO:0010468 GO:0010508 GO:0016567 GO:0016925 GO:0032648 GO:0032880 GO:0043123 GO:0043161 GO:0045070 GO:0045087 GO:0045893 GO:0046596 GO:0046598 GO:0050687 GO:0051091 GO:0051092 GO:0070936
RNF25,no,GO:0004842 GO:0005515 GO:0046872 GO:0051059 GO:0061630 GO:0016567 GO:0051092
CHD1,no,GO:0003677 GO:0003682 GO:0004386 GO:0005515 GO:0005524 GO:0016887 GO:0035064 GO:0042393 GO:0140658 GO:0006338 GO:0006357 GO:0034728 GO:0043923
ABT1,no,GO:0003677 GO:0003713 GO:0003723 GO:0005515 GO:0000447 GO:0000472 GO:0000480 GO:0006357 GO:0006366 GO:0021522 GO:0034462 GO:0045893
TMEM97,no,GO:0005515 GO:0001558 GO:0042632
MAP3K10,no,GO:0003714 GO:0004672 GO:0004674 GO:0004706 GO:0005515 GO:0005524 GO:0042803 GO:0043425 GO:0106310 GO:0006915 GO:0007165 GO:0007224 GO:0007254 GO:0018105 GO:0018107 GO:0043065 GO:0043433 GO:0043507 GO:0045892 GO:0046330 GO:0046777
CARNS1,down,GO:0005524 GO:0016887 GO:0046872 GO:0047730 GO:0102102 GO:0006548 GO:0035499
EPM2AIP1,no,GO:0005515 GO:0042802 GO:0005978 GO:0032868 GO:0045725 GO:2000467
SNORD49B,no,
GALNT8,down,GO:0004653 GO:0030246 GO:0046872 GO:0006493 GO:0016266
SLC13A3,down,GO:0005310 GO:0005515 GO:0015137 GO:0015139 GO:0015141 GO:0015362 GO:0017153 GO:0034634 GO:0006814 GO:0006835 GO:0006869 GO:0015742 GO:0015746 GO:0034775 GO:0071422 GO:0098656 GO:0150104
C17orf80,no,GO:0003674 GO:0005515 GO:0008150
AKAP1,no,GO:0003723 GO:0005515 GO:0034237 GO:0006915 GO:0140374
SETD2,no,GO:0005515 GO:0016279 GO:0018024 GO:0043014 GO:0046872 GO:0046975 GO:0001525 GO:0001763 GO:0001843 GO:0006298 GO:0006355 GO:0006368 GO:0010468 GO:0010569 GO:0010793 GO:0018023 GO:0030900 GO:0032465 GO:0032727 GO:0034340 GO:0034728 GO:0035441 GO:0035987 GO:0048332 GO:0048701 GO:0048863 GO:0048864 GO:0051607 GO:0060039 GO:0060669 GO:0060977 GO:0097198 GO:0097676 GO:1902850 GO:1905634
ST6GALNAC1,down,GO:0001665 GO:0008373 GO:0016740 GO:0006486 GO:0009312 GO:0048874 GO:0097503
ZNF774,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
KLHL11,no,
PITRM1-AS1,no,
TMEM151B,down,
DIPK1A,no,
LOC101928466,down,
TREM1,down,GO:0038023 GO:0097110 GO:0002250 GO:0002367 GO:0002526 GO:0006959 GO:0030593 GO:0032602 GO:0035556 GO:0045087 GO:0070945
MAP3K20-AS1,no,
ZNF252P-AS1,down,
EIF4EBP1,no,GO:0005515 GO:0008190 GO:0030371 GO:0000082 GO:0031929 GO:0045931 GO:0045947
CDC5L,no,GO:0000977 GO:0000981 GO:0001228 GO:0003677 GO:0003723 GO:0005515 GO:0042802 GO:0071987 GO:0000077 GO:0000398 GO:0006281 GO:0006357 GO:0007049 GO:0045944
LOC105371276,down,
RAD51C,no,GO:0000400 GO:0003677 GO:0005515 GO:0005524 GO:0008821 GO:0140664 GO:0000707 GO:0000722 GO:0000724 GO:0006281 GO:0006310 GO:0007062 GO:0007066 GO:0007131 GO:0007141 GO:0007283 GO:0010971
MIR9898,no,
NOL10,no,GO:0003723 GO:0000462
CYP2E1,down,GO:0004497 GO:0005506 GO:0008392 GO:0008395 GO:0016491 GO:0016709 GO:0016712 GO:0018601 GO:0019825 GO:0019899 GO:0020037 GO:0030544 GO:0051879 GO:0070330 GO:0120319 GO:0001676 GO:0002933 GO:0006082 GO:0006641 GO:0006805 GO:0008202 GO:0009617 GO:0010193 GO:0010243 GO:0016098 GO:0018885 GO:0018910 GO:0018960 GO:0019373 GO:0042197 GO:0042759 GO:0045471 GO:0046483
WNT7B,no,GO:0005109 GO:0005125 GO:0005515 GO:0048018 GO:0001701 GO:0003338 GO:0016055 GO:0016332 GO:0021871 GO:0022009 GO:0030182 GO:0030324 GO:0032364 GO:0032536 GO:0042592 GO:0045165 GO:0045669 GO:0046330 GO:0048144 GO:0048568 GO:0048812 GO:0050808 GO:0051384 GO:0060070 GO:0060425 GO:0060428 GO:0060482 GO:0060535 GO:0060560 GO:0060669 GO:0060710 GO:0061180 GO:0070307 GO:0071300 GO:0072053 GO:0072054 GO:0072060 GO:0072061 GO:0072089 GO:0072205 GO:0072207 GO:0072236
CDR1,down,
LGALSL,no,
EIF5B,no,GO:0003723 GO:0003743 GO:0003924 GO:0005515 GO:0005525 GO:0046872 GO:0006413 GO:0006446
TAF1A-AS1,down,
PRH1-PRR4,no,
RSRP1,no,
TENT2,no,GO:0004652 GO:0005515 GO:0005524 GO:0016779 GO:0034062 GO:0045182 GO:0046872 GO:0070566 GO:0002244 GO:0006378 GO:0021766 GO:0030182 GO:0031123 GO:0043489 GO:0043631 GO:0060041 GO:0071044 GO:0099170 GO:0140235 GO:0140245 GO:1990603 GO:2000626
LRRCC1,no,
TUFM,no,GO:0003723 GO:0003746 GO:0003924 GO:0005515 GO:0005525 GO:0006414 GO:0045471 GO:0070125
LOC105375821,down,
CHN1,no,GO:0005096 GO:0005515 GO:0046872 GO:0046875 GO:0008045 GO:0043087 GO:0043547 GO:0048013 GO:0050770 GO:0051056
NPIPA7,no,
GCDH,no,GO:0000062 GO:0004361 GO:0050660 GO:0006568 GO:0033539 GO:0046949
CARMIL1,no,GO:0005515 GO:0044877 GO:0007015 GO:0016477 GO:0030032 GO:0030335 GO:0030838 GO:0031529 GO:0034315 GO:0044351 GO:0046415 GO:0051496 GO:0051638 GO:0051639 GO:1900026 GO:1902745 GO:2000249 GO:2000813
TAF12,no,GO:0003677 GO:0003713 GO:0005515 GO:0016251 GO:0017025 GO:0046982 GO:0140297 GO:0006282 GO:0006352 GO:0006355 GO:0006357 GO:0006366 GO:0006367 GO:0006468 GO:0016573 GO:0035521 GO:0035522 GO:0042789 GO:0043484 GO:0043966 GO:0045893 GO:0045944 GO:0051091 GO:0051123 GO:0060261
HBE1,down,GO:0004601 GO:0005344 GO:0005515 GO:0019825 GO:0020037 GO:0031720 GO:0031721 GO:0043177 GO:0044877 GO:0046872 GO:0010942 GO:0014070 GO:0015670 GO:0015671 GO:0042744 GO:0098869
DCAF8,no,GO:0005515 GO:0016567
SERPINB3,down,GO:0001618 GO:0002020 GO:0004867 GO:0004869 GO:0008284 GO:0010466 GO:0010718 GO:0010950 GO:0010951 GO:0030335 GO:0035425 GO:0038001 GO:0043086 GO:0043508 GO:0045861 GO:0046718
DNAJB9,no,GO:0005515 GO:0030544 GO:0051087 GO:0051787 GO:0002639 GO:0006986 GO:0030183 GO:0030433 GO:0034976 GO:1903895
KLHDC8B,no,
FAM222B,no,
ZSCAN29,no,GO:0000978 GO:0000981 GO:0046872 GO:1990837 GO:0006357
MAVS,no,GO:0005515 GO:0019901 GO:0035591 GO:0050700 GO:0001934 GO:0002218 GO:0002230 GO:0002735 GO:0007165 GO:0032727 GO:0032728 GO:0032755 GO:0032757 GO:0032760 GO:0042307 GO:0042742 GO:0043123 GO:0045071 GO:0045087 GO:0045944 GO:0051091 GO:0051607 GO:0060337 GO:0060340 GO:0060760 GO:0071360 GO:0071651 GO:0071660 GO:1900063
MACC1-DT,down,
ABCA4,down,GO:0003924 GO:0005319 GO:0005501 GO:0005502 GO:0005503 GO:0005524 GO:0005548 GO:0016887 GO:0034632 GO:0042626 GO:0090555 GO:0140326 GO:0140327 GO:0140347 GO:0140359 GO:0001523 GO:0006649 GO:0006869 GO:0007601 GO:0007603 GO:0034633 GO:0042574 GO:0045332 GO:0045494 GO:0055085
CLASP1,no,GO:0002162 GO:0005515 GO:0008017 GO:0043515 GO:0051010 GO:0000226 GO:0001578 GO:0006903 GO:0007020 GO:0007026 GO:0007030 GO:0007052 GO:0007163 GO:0010458 GO:0010470 GO:0010634 GO:0010717 GO:0030953 GO:0031023 GO:0031111 GO:0031116 GO:0034453 GO:0040001 GO:0045921 GO:0051294 GO:0051301 GO:0051497 GO:0051893 GO:0070507 GO:0090091 GO:0090162 GO:0090307 GO:1903690 GO:1904261
DNAH7,down,GO:0003777 GO:0005509 GO:0005524 GO:0008569 GO:0045505 GO:0051959 GO:0003341 GO:0007018 GO:0036159 GO:0060285
CHRM3,no,GO:0004435 GO:0004993 GO:0005515 GO:0016907 GO:0030594 GO:0038023 GO:0042166 GO:0003056 GO:0006939 GO:0007165 GO:0007186 GO:0007187 GO:0007197 GO:0007213 GO:0007268 GO:0007271 GO:0007399 GO:0019722 GO:0032412 GO:0036211 GO:0045987 GO:0046541 GO:0095500 GO:0098664
CEP63,no,GO:0005515 GO:0000077 GO:0007099 GO:0042770 GO:0051225 GO:0051301 GO:0098535
ZFAND2A-DT,no,
TCP10L,down,GO:0003714 GO:0005515 GO:0042802 GO:0043621 GO:0140297 GO:0000122
RAB32,no,GO:0003924 GO:0005515 GO:0005525 GO:0030742 GO:0035612 GO:0035650 GO:0035651 GO:0036461 GO:0006886 GO:0007005 GO:0016192 GO:0019882 GO:0032438 GO:0035646 GO:0072657 GO:0090382 GO:1903232
LOC112267961,down,
PSG11,down,
PRKD2,no,GO:0004672 GO:0004674 GO:0004697 GO:0004698 GO:0005080 GO:0005515 GO:0005524 GO:0046872 GO:0106310 GO:0001525 GO:0001938 GO:0002250 GO:0006468 GO:0007155 GO:0010595 GO:0018105 GO:0018107 GO:0030148 GO:0030949 GO:0032743 GO:0032757 GO:0032793 GO:0033138 GO:0035556 GO:0035924 GO:0038033 GO:0043536 GO:0045743 GO:0045766 GO:0045785 GO:0045944 GO:0046777 GO:0048010 GO:0050852 GO:0050862 GO:0051091 GO:0051092 GO:0061154 GO:0070232 GO:0070374 GO:0089700 GO:1901727 GO:1902533 GO:2000573 GO:2001028
TTYH3,no,GO:0005229 GO:0005254 GO:0072320 GO:0006821 GO:0034220 GO:1902476
MGST2,no,GO:0004364 GO:0004464 GO:0004602 GO:0005515 GO:0008047 GO:0042802 GO:0043295 GO:0006629 GO:0006750 GO:0019370 GO:0046466 GO:0050729 GO:0050790 GO:0098869
WDFY3-AS2,no,
NCOA2,no,GO:0000978 GO:0001162 GO:0003682 GO:0003713 GO:0005515 GO:0016922 GO:0017162 GO:0019904 GO:0030374 GO:0046983 GO:0000122 GO:0006355 GO:0010906 GO:0019216 GO:0032570 GO:0032870 GO:0032922 GO:0035357 GO:0042789 GO:0045475 GO:0045944 GO:1900076 GO:1904017 GO:1904179
PLCB2,down,GO:0004435 GO:0004629 GO:0005509 GO:0005515 GO:0005543 GO:0031683 GO:0001580 GO:0006644 GO:0007186 GO:0007200 GO:0007202 GO:0016042 GO:0046488 GO:0048015
LRP1B,down,GO:0005041 GO:0005509 GO:0005515 GO:0006898 GO:0015031
LOC105373490,no,
WDR12,no,GO:0005515 GO:0043021 GO:0000463 GO:0000466 GO:0007219 GO:0042273 GO:0051726
ECHDC2,no,
C2orf49,no,GO:0003674 GO:0005515 GO:0006388 GO:0008150 GO:0048598
PSG6,down,GO:0003674 GO:1990782 GO:0002682 GO:0007165 GO:0007565
MRPS18B,no,GO:0003735 GO:0005515 GO:0006412 GO:0032543
NUDT6,no,GO:0035529 GO:0047631 GO:0051287 GO:0008285 GO:0045786
GPATCH8,no,GO:0003723 GO:0005515 GO:0046872 GO:0008150
SAA4,down,GO:0005515 GO:0006953
NTAQ1,no,GO:0005515 GO:0008418 GO:0070773 GO:0036211
HTRA3,down,GO:0004175 GO:0004222 GO:0004252 GO:0005515 GO:0008236 GO:0042802 GO:0006508 GO:0030512 GO:0030514
LOC105375019,no,
PPP1R16A,no,GO:0005515 GO:0008157 GO:0017020 GO:0019888 GO:0035304 GO:0050790
ST7-OT3,no,
ZNF229,down,GO:0000978 GO:0001228 GO:0005515 GO:0046872 GO:0006357 GO:0045944
CLDN22,no,GO:0005198 GO:0005515 GO:0042802 GO:0007155 GO:0016338 GO:0070830
NHEJ1,no,GO:0005515 GO:0045027 GO:0070182 GO:0006303 GO:0007417 GO:0010212 GO:0030183 GO:0030217 GO:0033152 GO:0051103 GO:0051351
MMP12,down,GO:0001046 GO:0004175 GO:0004222 GO:0004252 GO:0005509 GO:0005518 GO:0008270 GO:0043565 GO:0000122 GO:0006508 GO:0006606 GO:0022617 GO:0030198 GO:0030574 GO:0032727 GO:0035313 GO:0045944 GO:0048286 GO:0050691 GO:0060054 GO:0060309 GO:0060339 GO:0060340 GO:0060435 GO:0098586 GO:1904645 GO:1904905
SMCHD1,no,GO:0003677 GO:0005515 GO:0005524 GO:0016887 GO:0042803 GO:0006302 GO:0009048 GO:0043584 GO:0045739 GO:0051276 GO:0060820 GO:2000042 GO:2001034
ANXA2,no,GO:0001786 GO:0002020 GO:0003723 GO:0004867 GO:0005262 GO:0005509 GO:0005515 GO:0005544 GO:0005546 GO:0008092 GO:0019834 GO:0042802 GO:0044548 GO:0046790 GO:0048306 GO:0098641 GO:0001525 GO:0001765 GO:0001921 GO:0002091 GO:0006900 GO:0010756 GO:0010951 GO:0030199 GO:0031340 GO:0032804 GO:0036035 GO:0042730 GO:0042789 GO:0044090 GO:0045921 GO:0045944 GO:0050767 GO:0070588 GO:0098609 GO:1905581 GO:1905597 GO:1905599 GO:1905602 GO:1905686
SHROOM4,down,GO:0045159 GO:0051015 GO:0000902 GO:0007015 GO:0007420 GO:0030036 GO:0050890
SYT9,down,GO:0000149 GO:0001786 GO:0005509 GO:0005515 GO:0005544 GO:0005546 GO:0019905 GO:0030276 GO:0042802 GO:0014059 GO:0016192 GO:0017156 GO:0017158 GO:0045956 GO:0050796 GO:0071277 GO:0099502
RASSF8-AS1,down,
SLC18B1,no,GO:0015311 GO:0015312 GO:0022857 GO:0000296 GO:0006837 GO:0015848 GO:1902047
THTPA,no,GO:0000287 GO:0005515 GO:0016787 GO:0050333 GO:0006091 GO:0006772 GO:0016311 GO:0042357
MMS19,no,GO:0003713 GO:0005515 GO:0019899 GO:0030159 GO:0030331 GO:0030674 GO:0000160 GO:0006259 GO:0006281 GO:0006289 GO:0006351 GO:0006974 GO:0007059 GO:0009725 GO:0016226 GO:0045893 GO:0097428 GO:1905168
CFAP206,down,GO:0005515 GO:0003341 GO:0003356 GO:0007288 GO:0035082 GO:1901317
LOC105371254,down,
NFASC,down,GO:0005515 GO:0019904 GO:0098632 GO:0007411 GO:0007420 GO:0007422 GO:0019226 GO:0042552 GO:0050808 GO:0072659 GO:0098609
LOC105376514,down,
CHRNA5,no,GO:0005231 GO:0005515 GO:0015276 GO:0015464 GO:0022848 GO:0030594 GO:1904315 GO:0007165 GO:0007268 GO:0007271 GO:0034220 GO:0035094 GO:0035095 GO:0042391 GO:0050877 GO:0060079 GO:0099171
SLC38A6,no,GO:0005515 GO:0015179 GO:0015186 GO:0003333 GO:0006814 GO:0006868 GO:0015807 GO:1902475
LOC105376311,down,
DUOX2,down,GO:0004601 GO:0005509 GO:0005515 GO:0016174 GO:0016175 GO:0020037 GO:0106293 GO:0106294 GO:0006590 GO:0006952 GO:0006979 GO:0009615 GO:0019221 GO:0042335 GO:0042446 GO:0042554 GO:0042744 GO:0050665 GO:0051591 GO:0090303 GO:0098869 GO:2000147
CBX6,no,GO:0003727 GO:0005515 GO:0000122 GO:0006325
CYB5D2,no,GO:0005515 GO:0020037 GO:0030182 GO:0045666
MRC2,no,GO:0005515 GO:0005518 GO:0030246 GO:0038023 GO:0001649 GO:0006897 GO:0030574
PIGU,no,GO:0005515 GO:0034235 GO:0006506 GO:0016255 GO:0034394 GO:0046425
ZNF70,no,GO:0000977 GO:0000981 GO:0005515 GO:0046872 GO:0006357
LOC105373933,down,
ZNF768,no,GO:0000977 GO:0000981 GO:0003723 GO:0005515 GO:0046872 GO:1990837 GO:0006357 GO:0006366
NMD3,no,GO:0003723 GO:0030674 GO:0043023 GO:0000055 GO:0015031 GO:0032092 GO:1902680 GO:1904751
C2orf27A,no,
SCN10A,down,GO:0005248 GO:0044325 GO:0099508 GO:0002027 GO:0007600 GO:0019228 GO:0019233 GO:0034765 GO:0035725 GO:0042475 GO:0055117 GO:0060371 GO:0086010 GO:0086016 GO:0086043 GO:0099505
MIIP,no,GO:0005515 GO:0010972 GO:0030336
UFD1-AS1,no,
RPL34-DT,down,
PINLYP,up,GO:0004859 GO:0043086
PRPF4B,no,GO:0003723 GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0106310 GO:0000398 GO:0006468 GO:0008380 GO:0045292
