gene,regulated,GO_IDS
YJU2,no,GO:0005515 GO:0046872 GO:0000349 GO:0008380 GO:0043518
GTF2IRD1,no,GO:0000978 GO:0000981 GO:0001227 GO:0003700 GO:0005515 GO:0000122 GO:0006355 GO:0006366 GO:0014886
KLHL12,no,GO:0005515 GO:0042802 GO:0006513 GO:0006888 GO:0014029 GO:0014032 GO:0016055 GO:0048208
PAM,no,GO:0004504 GO:0004598 GO:0005507 GO:0005509 GO:0005515 GO:0008270 GO:0019901 GO:0031418 GO:0042802 GO:0001519 GO:0001666 GO:0001676 GO:0006357 GO:0007417 GO:0007507 GO:0007595 GO:0009268 GO:0009404 GO:0009410 GO:0010043 GO:0018032 GO:0022602 GO:0032355 GO:0032956 GO:0042476 GO:0046688 GO:0050708 GO:0051384 GO:0060135 GO:0060173 GO:0062112
MAF,no,GO:0000978 GO:0000981 GO:0001228 GO:0005515 GO:0042802 GO:1990837 GO:0000122 GO:0006357 GO:0006366 GO:0010628 GO:0030219 GO:0032330 GO:0045944 GO:0048839 GO:0070306 GO:0140467
ATP5F1A,no,GO:0002020 GO:0003723 GO:0005515 GO:0005524 GO:0016887 GO:0042288 GO:0043531 GO:0043532 GO:0046933 GO:0001937 GO:0006629 GO:0006754 GO:0006915 GO:0007568 GO:0014850 GO:0015986 GO:0042776 GO:0043536 GO:0045471 GO:0071549 GO:0071732 GO:1902600
FBXO8,no,GO:0005085 GO:0006511 GO:0032012 GO:0050790
HDAC2-AS2,no,
PGBD1,no,GO:0000978 GO:0000981 GO:0005044 GO:0005515 GO:0042802 GO:0006357 GO:0006897
ZNF311,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
ITPK1,no,GO:0000287 GO:0000825 GO:0003824 GO:0005524 GO:0016787 GO:0016853 GO:0047325 GO:0052725 GO:0052726 GO:0007165 GO:0007596 GO:0021915 GO:0032957 GO:0052746 GO:0070266
LOC105379173,no,
MMAA,no,GO:0003924 GO:0005515 GO:0005525 GO:0042802 GO:0042803 GO:0009235
KDM7A-DT,no,
GTF2F1,no,GO:0001091 GO:0001096 GO:0003677 GO:0003723 GO:0005515 GO:0016251 GO:0019211 GO:0019903 GO:0019904 GO:1990841 GO:0006366 GO:0006367 GO:0006368 GO:0009615 GO:0032091 GO:0032968 GO:0045944 GO:0050790
PAPPA-AS1,no,GO:0003674 GO:0008150
USP36,no,GO:0003723 GO:0004197 GO:0004843 GO:0005515 GO:0006511 GO:0007000 GO:0016242 GO:0016578 GO:0016579 GO:0031647 GO:0042981 GO:0050821 GO:1903146 GO:1903955 GO:2000232
IKZF4,no,GO:0000978 GO:0003700 GO:0005515 GO:0008270 GO:0019904 GO:0043425 GO:0006357 GO:0045892 GO:0045944 GO:0051260
BCL2L11,no,GO:0005515 GO:0008017 GO:0019901 GO:0060090 GO:0001701 GO:0001782 GO:0001822 GO:0002262 GO:0006915 GO:0007127 GO:0007160 GO:0007283 GO:0007420 GO:0008584 GO:0008630 GO:0030879 GO:0031334 GO:0034263 GO:0034976 GO:0035148 GO:0042475 GO:0042981 GO:0043029 GO:0043065 GO:0043280 GO:0043525 GO:0043583 GO:0045787 GO:0046620 GO:0048066 GO:0048070 GO:0048536 GO:0048538 GO:0048563 GO:0070234 GO:0070242 GO:0071385 GO:0071392 GO:0090200 GO:0097192 GO:1902110 GO:1902237 GO:1902263 GO:1903896 GO:1904646 GO:2000271
SSR2,no,GO:0005515 GO:0006613
ADIPOR2,no,GO:0005515 GO:0038023 GO:0042802 GO:0046872 GO:0055100 GO:0097003 GO:0009755 GO:0019395 GO:0033211 GO:0042593 GO:0061042 GO:0120162
SLC41A2,no,GO:0005515 GO:0015095 GO:1903830
VASN,no,GO:0005515 GO:0045296 GO:0050431 GO:0010719 GO:0030512 GO:0071456 GO:0071461
STXBP6,no,GO:0005546 GO:0098641 GO:0006887 GO:0006893 GO:0035493 GO:0035542 GO:0045920 GO:0098609
SNORD96A,no,
IREB2,no,GO:0003723 GO:0003994 GO:0005515 GO:0030350 GO:0030371 GO:0046872 GO:0051539 GO:0006099 GO:0006101 GO:0006782 GO:0006826 GO:0006879 GO:0009791 GO:0017148 GO:0030316 GO:0034101 GO:0050892 GO:0051649 GO:0055072
NFYC-AS1,no,
METTL2B,no,GO:0005515 GO:0016427 GO:0052735 GO:0030488
ACER2,no,GO:0017040 GO:0046872 GO:0071633 GO:0102121 GO:0001953 GO:0006919 GO:0006974 GO:0008284 GO:0010506 GO:0010942 GO:0030148 GO:0030330 GO:0032526 GO:0033629 GO:0042981 GO:0046512 GO:0046514 GO:0060049 GO:0071466
ZNF217,no,GO:0000976 GO:0000978 GO:0000981 GO:0001227 GO:0003700 GO:0005515 GO:0046872 GO:0000122 GO:0006355 GO:0045892
ZFP82,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
PDSS1,no,GO:0000010 GO:0004659 GO:0005515 GO:0046872 GO:0046982 GO:0052923 GO:0097269 GO:0006744 GO:0008299
ZNF844,no,GO:0000977 GO:0000981 GO:0005515 GO:0046872 GO:0006357
MIR4444-2,no,
CD99P1,no,
DHFR,no,GO:0000900 GO:0003729 GO:0004146 GO:0005542 GO:0050661 GO:0070402 GO:1990825 GO:0006545 GO:0006729 GO:0006730 GO:0017148 GO:0031103 GO:0031427 GO:0046452 GO:0046653 GO:0046654 GO:0046655 GO:0051000 GO:2000121
CD276,no,GO:0005102 GO:0005515 GO:0001817 GO:0032729 GO:0042102 GO:0042110 GO:0050776 GO:0050852
SLC39A3,no,GO:0005385 GO:0000902 GO:0001701 GO:0043029 GO:0048701 GO:0060173 GO:0071577
VWA1,no,GO:0005201 GO:0042802 GO:0030198 GO:0048266
COL12A1,no,GO:0030020 GO:0007155 GO:0030199 GO:0035987
FZD3,no,GO:0004930 GO:0005515 GO:0017147 GO:0030165 GO:0042813 GO:0001736 GO:0001843 GO:0001942 GO:0002052 GO:0007186 GO:0009410 GO:0030182 GO:0033278 GO:0035567 GO:0036342 GO:0036514 GO:0036515 GO:0042472 GO:0045976 GO:0051602 GO:0060070 GO:0060071 GO:0061549 GO:0071679 GO:0097475 GO:1900118 GO:1904693 GO:1904938
KLF13,no,GO:0000978 GO:0000981 GO:0001228 GO:0005515 GO:0046872 GO:1990837 GO:0006357 GO:0006366 GO:0008285 GO:0045647 GO:0045944
NRCAM,no,GO:0005515 GO:0030506 GO:0086080 GO:0098632 GO:0001525 GO:0001764 GO:0007409 GO:0007411 GO:0007413 GO:0007416 GO:0007417 GO:0007420 GO:0008104 GO:0010975 GO:0019227 GO:0030516 GO:0031290 GO:0034113 GO:0045162 GO:0045666 GO:0098609 GO:0099175
CCDC174,no,
OSGEP,no,GO:0005515 GO:0046872 GO:0061711 GO:0002949
COMMD9,no,GO:0005515 GO:0006814 GO:0042632
TPGS1,no,GO:0008017 GO:0070740 GO:0007268 GO:0007288 GO:0018095 GO:0030534 GO:0051648
DDX39B,no,GO:0003723 GO:0003724 GO:0005515 GO:0005524 GO:0008186 GO:0016887 GO:0017070 GO:0030621 GO:0042802 GO:0043008 GO:0000245 GO:0000398 GO:0006405 GO:0006406 GO:0008380 GO:0010501 GO:0032786 GO:0046784 GO:2000002
WTAPP1,no,
RNF111,no,GO:0005515 GO:0032184 GO:0046332 GO:0046872 GO:0061630 GO:0000209 GO:0006511 GO:0007389 GO:0016567 GO:0030511 GO:0030579 GO:0031398 GO:0045893 GO:0070911
CCNY,no,GO:0005515 GO:0016538 GO:0019901 GO:0061575 GO:0000086 GO:0007283 GO:0010508 GO:0016055 GO:0045737 GO:0045859 GO:0051301 GO:0060828
GLCCI1,no,
CXCL3,no,GO:0008009 GO:0045236 GO:0006954 GO:0030593 GO:0061844 GO:0070098 GO:0071222
STIL,no,GO:0005515 GO:0042802 GO:0000578 GO:0001701 GO:0001843 GO:0001947 GO:0007052 GO:0007224 GO:0007368 GO:0021915 GO:0030900 GO:0030903 GO:0033504 GO:0035264 GO:0043066 GO:0046599 GO:0046601 GO:0051298 GO:0060236 GO:0071539 GO:1900087 GO:1905832
SLC40A1,no,GO:0005381 GO:0005515 GO:0015093 GO:0017046 GO:0042802 GO:0046872 GO:0002260 GO:0003158 GO:0006366 GO:0006879 GO:0006915 GO:0034395 GO:0034755 GO:0043066 GO:0045944 GO:0051649 GO:0055072 GO:0060345 GO:0060586 GO:1903988
NUDT12,no,GO:0000210 GO:0000287 GO:0005515 GO:0008270 GO:0035529 GO:0110153 GO:1990174 GO:0006402 GO:0006734 GO:0006742 GO:0019677 GO:0032922 GO:0034356 GO:0090502 GO:0110155 GO:0110156
L2HGDH,no,GO:0047545 GO:0006103 GO:0044281
KPNA6,no,GO:0005515 GO:0008139 GO:0061608 GO:0006366 GO:0006606 GO:0006607 GO:0019079 GO:0045944 GO:0060135 GO:0075506 GO:1900017 GO:1903902
GRB14,no,GO:0005515 GO:0030674 GO:0030971 GO:0060090 GO:0007165 GO:0008286 GO:0046627
PROSER2,no,
CNTF,no,GO:0005125 GO:0005127 GO:0005138 GO:0005515 GO:0008083 GO:0044877 GO:0007165 GO:0007260 GO:0008284 GO:0010628 GO:0042531 GO:0043524 GO:0046533 GO:0046668 GO:0048143 GO:0048644 GO:0048666 GO:0048680 GO:0060221 GO:0070120
PIK3C3,no,GO:0004672 GO:0005515 GO:0005524 GO:0016301 GO:0016303 GO:0052742 GO:0000045 GO:0006468 GO:0006497 GO:0006622 GO:0006897 GO:0006914 GO:0007032 GO:0007049 GO:0010506 GO:0016236 GO:0016241 GO:0016485 GO:0030242 GO:0032465 GO:0034497 GO:0036092 GO:0042149 GO:0043201 GO:0044829 GO:0045022 GO:0046854 GO:0048015 GO:0050708 GO:0051301 GO:0097352
NRP2,no,GO:0005021 GO:0005515 GO:0008201 GO:0017154 GO:0019838 GO:0019955 GO:0038023 GO:0046872 GO:0001525 GO:0001938 GO:0003148 GO:0007155 GO:0007411 GO:0010595 GO:0021612 GO:0021649 GO:0021675 GO:0021828 GO:0036486 GO:0038084 GO:0048846 GO:0050919 GO:0061549 GO:0061551 GO:0097374 GO:0097490 GO:0097491 GO:0099175 GO:1901166 GO:1902285 GO:1903375 GO:1904835 GO:1990830
ACTR8,no,GO:0005515 GO:0005524 GO:0000723 GO:0006275 GO:0006282 GO:0006302 GO:0006310 GO:0006338 GO:0006355 GO:0007049 GO:0033044 GO:0045739 GO:0045893 GO:0045995 GO:0051301 GO:0051726 GO:0060382 GO:1904507
SLC35B2,no,GO:0005515 GO:0022857 GO:0046964 GO:0043123 GO:0046963 GO:0050428 GO:1902559
PAF1,no,GO:0000993 GO:0003682 GO:0005515 GO:0000122 GO:0001711 GO:0006368 GO:0006378 GO:0010390 GO:0016055 GO:0019827 GO:0031062 GO:0031442 GO:0033523 GO:0034504 GO:0045638 GO:0071222 GO:1902808
GMEB1,no,GO:0000978 GO:0000981 GO:0001228 GO:0005515 GO:0042802 GO:0046872 GO:0051008 GO:1990837 GO:0006351 GO:0006357 GO:0045944
KDM5B,no,GO:0003676 GO:0003677 GO:0003714 GO:0005515 GO:0008270 GO:0032452 GO:0032453 GO:0034647 GO:0042393 GO:1990837 GO:0006338 GO:0007338 GO:0009791 GO:0010628 GO:0033601 GO:0034720 GO:0044344 GO:0045892 GO:0048511 GO:0060444 GO:0060763 GO:0060992 GO:0061038 GO:0070306 GO:1990830 GO:2000864
HECTD2,no,GO:0061630 GO:0016567
DNAJB4,no,GO:0001671 GO:0005515 GO:0051082 GO:0051087 GO:0006986 GO:0009408 GO:0051085
ERFE,no,GO:0005179 GO:0042802 GO:0006879 GO:0007165 GO:0015908 GO:0019217 GO:0045721 GO:0046326 GO:0046628 GO:0051649 GO:2000193
LRRC58-DT,no,
DNAJC2,no,GO:0001671 GO:0003682 GO:0003723 GO:0005515 GO:0030544 GO:0042393 GO:0043022 GO:0061649 GO:0006260 GO:0006325 GO:0006450 GO:0045893 GO:0051083 GO:1900034 GO:2000279
SPRN,no,GO:0003676 GO:0006606
HYOU1,no,GO:0005515 GO:0005524 GO:0051082 GO:0140662 GO:0002931 GO:0006457 GO:0006888 GO:0034976 GO:0071456 GO:1903298 GO:1903382
CCDC91,no,
UBE3B,no,GO:0061630 GO:0000209 GO:0006511
DMXL2,no,GO:0031267 GO:0007035
CDT1,no,GO:0003677 GO:0003682 GO:0005515 GO:0070182 GO:0000076 GO:0000278 GO:0007059 GO:0030174 GO:0031334 GO:0033044 GO:0033262 GO:0035563 GO:0045740 GO:0045786 GO:0051301 GO:0051315 GO:0051383 GO:0071163 GO:0072708 GO:1902426 GO:1902595 GO:1905341 GO:1905342 GO:2000104 GO:2000105
ZNF136,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0000122 GO:0006357
BAMBI,no,GO:0005109 GO:0005114 GO:0005515 GO:0007179 GO:0008284 GO:0008360 GO:0010718 GO:0016477 GO:0030512 GO:0030514 GO:0032092 GO:0045668 GO:0045893 GO:0090263
SAMM50,no,GO:0005515 GO:0007007 GO:0033108 GO:0042407 GO:0045040
CDC26,no,GO:0005515 GO:0007049 GO:0007346 GO:0030071 GO:0031145 GO:0051301 GO:0051445 GO:0070979
LINC01128,no,
SLC26A1,no,GO:0008271 GO:0015106 GO:0015108 GO:0015116 GO:0015297 GO:0019531 GO:0006811 GO:0006821 GO:0008272 GO:0015701 GO:0019532 GO:0050428 GO:1902358 GO:1902476
NBPF14,no,
DYNLL1,no,GO:0004857 GO:0005515 GO:0008022 GO:0019899 GO:0019904 GO:0030235 GO:0042802 GO:0044877 GO:0045505 GO:0097110 GO:0006915 GO:0007286 GO:0021762 GO:0035721 GO:0035774 GO:0042326 GO:0043086 GO:0044458 GO:0045019 GO:1902857
SFT2D1,no,GO:0005515 GO:0015031 GO:0016192
TAF7,no,GO:0000976 GO:0001097 GO:0005515 GO:0016251 GO:0035035 GO:0042809 GO:0046966 GO:0046982 GO:0061628 GO:0106140 GO:0140297 GO:0000122 GO:0000296 GO:0006282 GO:0006352 GO:0006357 GO:0006366 GO:0006367 GO:0006468 GO:0006469 GO:0030520 GO:0035067 GO:0035521 GO:0035522 GO:0042789 GO:0043966 GO:0045344 GO:0045347 GO:0045892 GO:0045893 GO:0045944 GO:0051123 GO:0060261 GO:0090241
NTAQ1,no,GO:0005515 GO:0008418 GO:0070773 GO:0036211
UBN2,no,
ABCF2,no,
LOC112268106,no,
TSPAN15,no,GO:0005515 GO:0019899 GO:0008593 GO:0045746 GO:0051604 GO:0072659
CRYZL2P,no,
DAZAP1,no,GO:0003723 GO:0003729 GO:0003730 GO:0005515 GO:0008266 GO:0034046 GO:0035613 GO:0001893 GO:0007283 GO:0030154 GO:0048026 GO:0048144
TSC22D1,no,GO:0005515 GO:0006357 GO:0006366 GO:0008284 GO:0043066
IPO4,no,GO:0005515 GO:0008139 GO:0031267 GO:0061608 GO:0006606 GO:0034504
SYPL2,no,
GPATCH2,no,
TRIM52-AS1,no,
MCUB,no,GO:0005216 GO:0019855 GO:0006851 GO:0036444 GO:0051560
LOC102724528,no,
MFHAS1,no,GO:0005515 GO:0005525 GO:0031625 GO:0051721 GO:0006954 GO:0030218 GO:0034121 GO:0034136 GO:0034137 GO:0034144 GO:0035308 GO:0043030 GO:0045087 GO:0046330 GO:0050728 GO:0051897 GO:0070374 GO:1900181 GO:1900745
C8orf44-SGK3,no,GO:0004672 GO:0004674 GO:0005246 GO:0005515 GO:0005524 GO:0015459 GO:0017080 GO:0017081 GO:0035091 GO:0106310 GO:0001558 GO:0006468 GO:0018105 GO:0030334 GO:0035556 GO:0042127 GO:0051090 GO:2001240
H2AX,no,GO:0003677 GO:0003684 GO:0005515 GO:0019899 GO:0030527 GO:0042393 GO:0046982 GO:0000077 GO:0000724 GO:0006302 GO:0006334 GO:0006974 GO:0007283 GO:0010212 GO:0021987 GO:0045739 GO:0051321 GO:0071480 GO:0090398
ACOT1,no,GO:0016290 GO:0047617 GO:0052689 GO:0102991 GO:0000038 GO:0001676 GO:0006631 GO:0006637
AHCTF1P1,no,
MOB2,no,GO:0005515 GO:0030295 GO:0046872 GO:0001934 GO:0007165 GO:0032147
PNP,no,GO:0001882 GO:0002060 GO:0004731 GO:0005515 GO:0042301 GO:0042802 GO:0047975 GO:0000255 GO:0006139 GO:0006148 GO:0006149 GO:0006157 GO:0006166 GO:0006204 GO:0006738 GO:0006955 GO:0009165 GO:0009410 GO:0032743 GO:0034418 GO:0042102 GO:0043101 GO:0046059 GO:0046638
RANBP9,no,GO:0005515 GO:0019899 GO:0031267 GO:0007010 GO:0007020 GO:0007166 GO:0065003 GO:0070373 GO:1902993
FAM32A,no,GO:0003723 GO:0005515 GO:0006915 GO:0007049 GO:0008150
PAQR6,no,
TAF3,no,GO:0002039 GO:0005515 GO:0016251 GO:0046872 GO:0046982 GO:0140416 GO:0000122 GO:0006468 GO:0042789 GO:0043433 GO:0051123 GO:0051457 GO:0060261
LOC112268415,no,
PCF11,no,GO:0000993 GO:0003729 GO:0006369 GO:0006378 GO:0006379
FOCAD,no,GO:0005515 GO:0060147
ANO6,no,GO:0005227 GO:0005229 GO:0005244 GO:0005247 GO:0005254 GO:0005515 GO:0017128 GO:0046872 GO:0046983 GO:0002407 GO:0002543 GO:0006812 GO:0006821 GO:0007596 GO:0017121 GO:0030501 GO:0032060 GO:0034220 GO:0034767 GO:0035590 GO:0035725 GO:0043065 GO:0045794 GO:0046931 GO:0055085 GO:0060100 GO:0061589 GO:0061590 GO:0070588 GO:0090026 GO:0097045 GO:1902476 GO:1903766 GO:2000353
PHF14,no,GO:0005515 GO:0008270 GO:0042393 GO:0140566 GO:0000122 GO:0002314 GO:0006325 GO:0006357 GO:0008285 GO:0010463 GO:0048286 GO:0060916 GO:0072201 GO:2000584 GO:2000791
KRI1,no,GO:0003723 GO:0000447
CPSF3,no,GO:0003723 GO:0004521 GO:0004534 GO:0005515 GO:0008409 GO:0046872 GO:0006378 GO:0006379 GO:0006398 GO:0031124 GO:0090502 GO:0090503 GO:1900087
HS3ST3B1,no,GO:0008467 GO:0033872 GO:0001658 GO:0006024 GO:0006477 GO:0015012 GO:0015015
RBM42,no,GO:0003723 GO:0005515 GO:0000398 GO:0048025
SLC25A27,no,GO:0022857 GO:0009409 GO:0055085
PALLD,no,GO:0003779 GO:0005515 GO:0051371 GO:0098632 GO:0003334 GO:0003382 GO:0007010 GO:0007156 GO:0007411 GO:0016477 GO:0030036 GO:0070593
PAQR8,no,GO:0003707 GO:0005496 GO:0005515 GO:0038023 GO:0043401 GO:0048477 GO:0048545
UBE2Q2P2,no,
CCP110,no,GO:0005515 GO:0007099 GO:0032053 GO:0032465 GO:0045724 GO:0051298 GO:1902018 GO:1903723
PPP4R3C,no,GO:0072542 GO:0006470 GO:0006974 GO:0050790
AGTRAP,no,GO:0004945 GO:0005515 GO:0001666 GO:0008217 GO:0038166
MALSU1,no,GO:0005515 GO:0043023 GO:0017148 GO:0042273 GO:0070130 GO:0090071
C2CD2,no,
CFAP53,no,GO:0005515 GO:0003341 GO:0007368 GO:0060271 GO:0060287
SUPT20H,no,GO:0003712 GO:0005515 GO:0006282 GO:0006351 GO:0006357 GO:0006914 GO:0007369 GO:0035521 GO:0035522 GO:0043484 GO:0043966 GO:0045893
TMEM220,no,
NOL11,no,GO:0003723 GO:0005515 GO:0030490 GO:1901838
MOXD1,no,GO:0004500 GO:0005507 GO:0005515 GO:0006589 GO:0042420 GO:0042421
POMGNT1,no,GO:0005515 GO:0008375 GO:0030145 GO:0047223 GO:0006493 GO:0016266
RELL2,no,GO:0005515 GO:0005518 GO:0010811 GO:1900745
H4C14,no,GO:0003677 GO:0003723 GO:0005515 GO:0019904 GO:0030527 GO:0046982 GO:0006334 GO:0032200 GO:0045653 GO:0061644
CDA,no,GO:0001882 GO:0004126 GO:0005515 GO:0008270 GO:0042802 GO:0042803 GO:0047844 GO:0007166 GO:0008655 GO:0009972 GO:0019858 GO:0030308 GO:0044206 GO:0045980 GO:0046898 GO:0071217
LINC01139,no,
DYRK4,no,GO:0004674 GO:0004712 GO:0004713 GO:0005515 GO:0005524 GO:0046872 GO:0106310 GO:0018105 GO:0018107 GO:0018108
CELF3,no,GO:0003723 GO:0003729 GO:0036002 GO:0097322 GO:0000381 GO:0006376 GO:0007283 GO:0008380 GO:0030317 GO:0030575 GO:0048026 GO:0098781
RGS3,no,GO:0003924 GO:0005096 GO:0005515 GO:0007165 GO:0007186 GO:0008277 GO:0009968 GO:0050790
FBXW9,no,
CCZ1,no,GO:0005085 GO:0005515 GO:0016192 GO:0050790
MTARC2,no,GO:0008940 GO:0016661 GO:0030151 GO:0030170 GO:0043546 GO:0098809 GO:0006809 GO:0042126 GO:0051410 GO:0070458
LSM2,no,GO:0003723 GO:0005515 GO:0017070 GO:0031267 GO:0000244 GO:0000398 GO:0006402
CNEP1R1,no,GO:0005515 GO:0006629 GO:0010867 GO:0034504 GO:0035307
CDS2,no,GO:0004605 GO:0005515 GO:0006655 GO:0016024 GO:0140042
EEF1G,no,GO:0003746 GO:0005515 GO:0045296 GO:0006414 GO:0009615
TFB1M,no,GO:0000179 GO:0003677 GO:0003723 GO:0005515 GO:0034246 GO:0000154 GO:0006391 GO:0031167
EFCAB14,no,
SYCP3,no,GO:0003677 GO:0005515 GO:0007141 GO:0007286 GO:0035092 GO:0051301 GO:0051321
TEX41,no,
LOC100130698,no,
DTNA,no,GO:0005515 GO:0008270 GO:0006941 GO:0007165 GO:0007268 GO:0007274 GO:0099536
RABGEF1,no,GO:0003677 GO:0005085 GO:0005515 GO:0008270 GO:0031267 GO:0061630 GO:0001933 GO:0002686 GO:0006468 GO:0006612 GO:0006898 GO:0007265 GO:0016567 GO:0032715 GO:0032764 GO:0038109 GO:0043303 GO:0043305 GO:0046580 GO:0048261 GO:0050728 GO:0050790 GO:0060368 GO:0097531 GO:0098935 GO:1900235
PDIA3,no,GO:0003723 GO:0003756 GO:0004197 GO:0004629 GO:0005515 GO:0015035 GO:0015036 GO:0042802 GO:0002502 GO:0006457 GO:0034975 GO:0034976 GO:0097191 GO:0098761 GO:2001238
LOC102723480,no,
GKAP1,no,GO:0005515 GO:0042802 GO:0007165 GO:0046628
BLOC1S5-TXNDC5,no,
FAM228B,no,
LOC107986160,no,
PRRC2A,no,GO:0003723 GO:0005515 GO:0030154
LOC100233156,no,
UBE2R2,no,GO:0004842 GO:0005515 GO:0005524 GO:0061631 GO:0000209 GO:0006511 GO:0006513 GO:0070936
CDH11,no,GO:0005509 GO:0045296 GO:0000902 GO:0001501 GO:0001503 GO:0007043 GO:0007155 GO:0007156 GO:0007275 GO:0016339 GO:0021957 GO:0030336 GO:0034332 GO:0048041 GO:0050804 GO:0098742
DNAJC18,no,GO:0030544 GO:0030433 GO:0051085 GO:0071218
ADA,no,GO:0004000 GO:0005515 GO:0008270 GO:0019239 GO:0046936 GO:0000255 GO:0001666 GO:0001829 GO:0001889 GO:0001890 GO:0002314 GO:0002467 GO:0002636 GO:0002686 GO:0002901 GO:0002906 GO:0006154 GO:0006157 GO:0006196 GO:0006939 GO:0007155 GO:0010035 GO:0010460 GO:0014074 GO:0019722 GO:0030890 GO:0032261 GO:0032263 GO:0033077 GO:0033089 GO:0033632 GO:0042100 GO:0042110 GO:0043084 GO:0043101 GO:0043103 GO:0044209 GO:0045987 GO:0046059 GO:0046061 GO:0046085 GO:0046103 GO:0046111 GO:0046632 GO:0046638 GO:0048286 GO:0048541 GO:0048566 GO:0050728 GO:0050850 GO:0050852 GO:0050862 GO:0050900 GO:0060169 GO:0060407 GO:0070242 GO:0070244 GO:0070254 GO:0070256 GO:0110148
ATF3,no,GO:0000976 GO:0000977 GO:0000978 GO:0000981 GO:0001227 GO:0001228 GO:0003700 GO:0005515 GO:0042802 GO:0042803 GO:0046982 GO:1990837 GO:0000122 GO:0006094 GO:0006357 GO:0008284 GO:0010628 GO:0030968 GO:0034198 GO:0035914 GO:0045944 GO:0061394 GO:0070373 GO:1903984 GO:1990440
UFD1,no,GO:0004843 GO:0005515 GO:0031593 GO:0036435 GO:0001501 GO:0006511 GO:0030433 GO:0030970 GO:0032480 GO:0039536 GO:0071712
MTF2,no,GO:0000977 GO:0001222 GO:0003677 GO:0003682 GO:0035064 GO:0046872 GO:0000122 GO:0006325 GO:0006355 GO:0007379 GO:0019827 GO:0045944 GO:0048863 GO:0061086 GO:0061087 GO:1990830
ASTE1,no,GO:0004518 GO:0005515 GO:0090305
SERAC1,no,GO:0003674 GO:0008654 GO:0030198 GO:0032367 GO:0036148
ALDH18A1,no,GO:0003723 GO:0004349 GO:0004350 GO:0005515 GO:0005524 GO:0042802 GO:0006536 GO:0006561 GO:0006592 GO:0016310 GO:0019240 GO:0055129
NR1H3,no,GO:0000976 GO:0000978 GO:0000981 GO:0001228 GO:0003677 GO:0004879 GO:0005515 GO:0008270 GO:0015485 GO:0031490 GO:0032810 GO:0000122 GO:0009755 GO:0010745 GO:0010867 GO:0010875 GO:0010887 GO:0030154 GO:0030522 GO:0032369 GO:0032376 GO:0032411 GO:0032570 GO:0034145 GO:0036151 GO:0042632 GO:0042752 GO:0042789 GO:0043031 GO:0043277 GO:0045723 GO:0045861 GO:0045893 GO:0045944 GO:0048550 GO:0050728 GO:0051006 GO:0051247 GO:0055088 GO:0055092 GO:0060336 GO:0070328 GO:0071222 GO:0090188 GO:0090341 GO:0120163 GO:1903573
ATXN7L3B,no,GO:0005515 GO:0010468
KANK3,no,
DIAPH1,no,GO:0003723 GO:0003779 GO:0005102 GO:0005515 GO:0031267 GO:0044325 GO:0007010 GO:0007605 GO:0008360 GO:0030036 GO:0030041 GO:0030335 GO:0032886 GO:0035372 GO:0051279 GO:0051493 GO:0071420
EXTL2,no,GO:0001888 GO:0005515 GO:0005539 GO:0030145 GO:0035248 GO:0047237 GO:0006044 GO:0006486 GO:0015012 GO:0019276
MID2,no,GO:0003713 GO:0008017 GO:0008270 GO:0016740 GO:0019899 GO:0042803 GO:0051219 GO:0010508 GO:0016567 GO:0032897 GO:0035372 GO:0043123 GO:0044790 GO:0045087 GO:0045893 GO:0046597 GO:0051091 GO:0051092
