gene,regulated,GO_IDS
SGTB,no,GO:0005515 GO:0060090 GO:0006620
XPC,no,GO:0000404 GO:0000405 GO:0003684 GO:0003697 GO:0003713 GO:0005515 GO:0044877 GO:0061629 GO:0140612 GO:0000720 GO:0006281 GO:0006289 GO:0006298 GO:0009410 GO:0010224 GO:0010996 GO:0031573 GO:0045893 GO:0070914 GO:1901990
PPP2R3C,no,GO:0005515 GO:0046872 GO:0000226 GO:0001782 GO:0002759 GO:0030865 GO:0032147 GO:0035303 GO:0043029 GO:0045579 GO:0048536 GO:0051900
MED21,no,GO:0003712 GO:0003713 GO:0003899 GO:0005515 GO:0001824 GO:0006357 GO:0032968 GO:0035019 GO:0045944 GO:0051123 GO:0060261
EIF4H,no,GO:0003723 GO:0003743 GO:0005515 GO:0008135 GO:0033592 GO:0034057 GO:0043024 GO:0045296 GO:0001731 GO:0006446 GO:0019953 GO:0048589 GO:0097010
LOC107986876,no,
OSBPL6,no,GO:0005515 GO:0015248 GO:0015485 GO:0032934 GO:0006699 GO:0015918 GO:0032374
TCF4,no,GO:0000978 GO:0000981 GO:0001093 GO:0001228 GO:0003677 GO:0003700 GO:0005515 GO:0008013 GO:0008022 GO:0042802 GO:0046982 GO:0070888 GO:1990837 GO:0006357 GO:0007399 GO:0030154 GO:0045666 GO:0045893 GO:0045944 GO:0065004
ECPAS,no,GO:0005515 GO:0060090 GO:0070628 GO:0030433 GO:0043248
RGS17,no,GO:0003924 GO:0005096 GO:0005515 GO:0007186 GO:0009968 GO:0050790
RPLP0,no,GO:0003723 GO:0003735 GO:0005515 GO:0070180 GO:0000027 GO:0002181 GO:0006412
PTPRH,no,GO:0004725 GO:0005001 GO:0005515 GO:0045296 GO:0006470 GO:0006915 GO:1990264
LL21NC02-21A1.1,no,
AKIRIN2,no,GO:0003712 GO:0005515 GO:0019899 GO:0030674 GO:0042802 GO:0000122 GO:0002250 GO:0002821 GO:0006351 GO:0006606 GO:0008284 GO:0009792 GO:0010629 GO:0010950 GO:0021987 GO:0031144 GO:0032496 GO:0032755 GO:0042742 GO:0045087 GO:0045089 GO:0045944 GO:0050871 GO:0051147 GO:0071630
STARD3NL,no,GO:0005515 GO:0015485 GO:0042803 GO:0030301 GO:0099044
NR6A1,no,GO:0000978 GO:0000981 GO:0001228 GO:0003677 GO:0004879 GO:0008270 GO:0042803 GO:0043565 GO:1990837 GO:0000122 GO:0006357 GO:0007276 GO:0030522 GO:0045944
NCAM2,no,GO:0042802 GO:0007158 GO:0007413 GO:0007608
PINK1,no,GO:0000287 GO:0002020 GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0010857 GO:0016301 GO:0016504 GO:0031625 GO:0043422 GO:0044877 GO:0055131 GO:0106310 GO:1904841 GO:0000422 GO:0000423 GO:0001934 GO:0002082 GO:0002931 GO:0006468 GO:0006511 GO:0006979 GO:0007005 GO:0010310 GO:0010629 GO:0010821 GO:0010952 GO:0014046 GO:0016239 GO:0016242 GO:0016567 GO:0018105 GO:0022904 GO:0030097 GO:0031396 GO:0031398 GO:0032148 GO:0032226 GO:0033138 GO:0033603 GO:0034599 GO:0035307 GO:0035556 GO:0036289 GO:0038203 GO:0042981 GO:0043123 GO:0043254 GO:0043524 GO:0045727 GO:0046329 GO:0050821 GO:0051091 GO:0051443 GO:0051881 GO:0051897 GO:0061136 GO:0071456 GO:0072655 GO:0072656 GO:0090141 GO:0090200 GO:0090258 GO:0097237 GO:0098779 GO:0099074 GO:1900407 GO:1901525 GO:1901727 GO:1902803 GO:1902902 GO:1902958 GO:1903146 GO:1903202 GO:1903204 GO:1903214 GO:1903298 GO:1903384 GO:1903751 GO:1903852 GO:1903955 GO:1904544 GO:1904783 GO:1904881 GO:2000377 GO:2000378 GO:2001171 GO:2001243
AP1M2,no,GO:0005515 GO:0035615 GO:0006605 GO:0006903 GO:0016192 GO:0110010
STX8,no,GO:0000149 GO:0005484 GO:0005515 GO:0019869 GO:0019905 GO:0031625 GO:0006886 GO:0006906 GO:0008333 GO:0045022 GO:0048278 GO:0071346 GO:1903076
TCEANC2,no,GO:0005515 GO:0006351
H2BC12,no,GO:0003674 GO:0003677 GO:0005515 GO:0030527 GO:0046982 GO:0002227 GO:0006334 GO:0019731 GO:0031640 GO:0050829 GO:0050830 GO:0061844
ILRUN-AS1,no,
OAF,no,
SMAD7,no,GO:0005515 GO:0005518 GO:0008013 GO:0031625 GO:0034713 GO:0046872 GO:0048185 GO:0070411 GO:0140416 GO:0000122 GO:0001657 GO:0002725 GO:0006357 GO:0007179 GO:0009653 GO:0010717 GO:0010719 GO:0010801 GO:0010944 GO:0017015 GO:0022409 GO:0030154 GO:0030279 GO:0030336 GO:0030512 GO:0030514 GO:0031397 GO:0031398 GO:0031503 GO:0032436 GO:0032925 GO:0033137 GO:0034333 GO:0034616 GO:0043433 GO:0048844 GO:0050821 GO:0051444 GO:0055010 GO:0055117 GO:0060373 GO:0060389 GO:0060394 GO:0060395 GO:0060412 GO:0071560 GO:1902731 GO:1903043 GO:1990830 GO:2000317 GO:2000320
LINC01002,no,
LOC112268284,no,
SLC45A1,no,GO:0005356 GO:0008506 GO:0015517 GO:0015757 GO:0015770 GO:1904659
SHROOM3,no,GO:0051015 GO:0000902 GO:0001843 GO:0002064 GO:0007015 GO:0007389 GO:0008360 GO:0043482 GO:0045176
TJP2,no,GO:0004385 GO:0005515 GO:0019904 GO:0030674 GO:0045296 GO:0050839 GO:1990782 GO:0034109 GO:0035633 GO:0045216 GO:0046037 GO:0046710 GO:0050892 GO:0090557 GO:0090559 GO:0098609 GO:0150105 GO:1905605
GABPB1-IT1,no,
COA3,no,GO:0005515 GO:0033617 GO:0070131
PNPLA4,no,GO:0004623 GO:0004806 GO:0016411 GO:0047376 GO:0050253 GO:0051264 GO:0051265 GO:0008150 GO:0019433 GO:0042572 GO:0055088
TRDMT1,no,GO:0003723 GO:0008175 GO:0016428 GO:0001975 GO:0002946 GO:0006400 GO:0030488 GO:0036416
CRYBB2P1,no,
ZNF875,no,GO:0000977 GO:0000981 GO:0001227 GO:0046872 GO:0000122 GO:0006357
CDKN2D,no,GO:0004861 GO:0005515 GO:0019901 GO:0000079 GO:0000731 GO:0007049 GO:0007605 GO:0008285 GO:0009411 GO:0030308 GO:0032526 GO:0033280 GO:0042326 GO:0043154 GO:0045736 GO:0048102 GO:1902230 GO:1902807 GO:2000045
ACAD11,no,GO:0003995 GO:0004466 GO:0005515 GO:0017099 GO:0050660 GO:0070991 GO:0006635 GO:0033539
REXO2,no,GO:0000175 GO:0000287 GO:0003676 GO:0008296 GO:0008408 GO:0006139 GO:0006259 GO:0009117 GO:0090503
NOP53-AS1,no,
ARHGEF10,no,GO:0005085 GO:0005515 GO:0019894 GO:0022011 GO:0030036 GO:0035023 GO:0051056 GO:0051298 GO:0051496 GO:0090307 GO:0090630
CD81-AS1,no,
LDLR,no,GO:0001540 GO:0001618 GO:0002020 GO:0005041 GO:0005509 GO:0005515 GO:0030169 GO:0030229 GO:0032050 GO:0042802 GO:0060090 GO:0071813 GO:0001920 GO:0006629 GO:0006897 GO:0006898 GO:0006909 GO:0007616 GO:0008203 GO:0010628 GO:0010629 GO:0010867 GO:0010899 GO:0010989 GO:0015914 GO:0030299 GO:0030301 GO:0034381 GO:0034383 GO:0034384 GO:0042159 GO:0042632 GO:0046718 GO:0048844 GO:0050729 GO:0051246 GO:0051248 GO:0061771 GO:0061889 GO:0070508 GO:0071398 GO:0071404 GO:0090118 GO:0090181 GO:0097242 GO:0150094 GO:1903979 GO:1905167 GO:1905907
TNFRSF1B,no,GO:0005031 GO:0005515 GO:0031625 GO:0043120 GO:0002718 GO:0002724 GO:0003176 GO:0003177 GO:0003332 GO:0006954 GO:0006955 GO:0007568 GO:0008630 GO:0010614 GO:0031641 GO:0031643 GO:0033209 GO:0042129 GO:0048714 GO:0050779 GO:0051044 GO:0060548 GO:0071222 GO:0071363 GO:0097191 GO:0150077 GO:0150079 GO:0150098 GO:1901215 GO:1902339 GO:2001141
RANBP6,no,GO:0005515 GO:0008139 GO:0061608 GO:0006606
ERP44,no,GO:0003756 GO:0005515 GO:0006457 GO:0006986 GO:0009100 GO:0034976 GO:0045454
PMVK,no,GO:0004631 GO:0005515 GO:0005524 GO:0006695 GO:0016126 GO:0016310 GO:0019287 GO:0070723
HNRNPU,no,GO:0000978 GO:0000993 GO:0001097 GO:0003677 GO:0003682 GO:0003690 GO:0003697 GO:0003714 GO:0003723 GO:0003725 GO:0003727 GO:0003730 GO:0003779 GO:0005515 GO:0005524 GO:0008143 GO:0017069 GO:0017130 GO:0031490 GO:0034046 GO:0036002 GO:0042802 GO:0043021 GO:0044877 GO:0070034 GO:0099122 GO:0106222 GO:1990837 GO:1990841 GO:0000122 GO:0000381 GO:0000398 GO:0001649 GO:0006325 GO:0006396 GO:0007049 GO:0007346 GO:0009048 GO:0032211 GO:0032922 GO:0033673 GO:0034244 GO:0045944 GO:0048255 GO:0051301 GO:0051457 GO:0055013 GO:0070934 GO:0071385 GO:0090336 GO:0098963 GO:1900152 GO:1901673 GO:1902275 GO:1902425 GO:1902889 GO:1990280 GO:1990830 GO:1990845 GO:2000373 GO:2000648 GO:2000737 GO:2000767
ATP6V1E2,no,GO:0005515 GO:0046961 GO:0016241 GO:1902600
ACAP2,no,GO:0005096 GO:0046872 GO:0030029 GO:0032456 GO:0050790 GO:1990090
LCP1,no,GO:0003779 GO:0005178 GO:0005509 GO:0051015 GO:0051020 GO:0002286 GO:0010737 GO:0016477 GO:0022617 GO:0030866 GO:0031100 GO:0033157 GO:0044319 GO:0051017 GO:0051639 GO:0051764 GO:0071803
SNUPN,no,GO:0000339 GO:0005515 GO:0061608 GO:0006404 GO:0006606 GO:0061015
CIAPIN1,no,GO:0005515 GO:0008168 GO:0009055 GO:0046872 GO:0051537 GO:0051539 GO:0006915 GO:0016226 GO:0022900 GO:0030097 GO:0043066 GO:0051238
DDX42,no,GO:0003723 GO:0003724 GO:0005515 GO:0005524 GO:0016887 GO:0008104 GO:0042981
ZNF577,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
ADCY6,no,GO:0004016 GO:0005080 GO:0005515 GO:0005524 GO:0019901 GO:0046872 GO:0003091 GO:0006171 GO:0007189 GO:0007193 GO:0007212 GO:0010977 GO:0035556 GO:0035811 GO:0071380 GO:0071870 GO:0097746 GO:1904117 GO:1904322
KIFC1,no,GO:0003777 GO:0005524 GO:0008017 GO:0016887 GO:0000070 GO:0007018 GO:0007080 GO:0051301 GO:0090307
ORMDL3,no,GO:0005515 GO:0002903 GO:0006672 GO:0006686 GO:0006940 GO:0010508 GO:0030148 GO:0042552 GO:0061744 GO:0090156 GO:1900060 GO:1900182 GO:1904221
IMPDH1,no,GO:0000166 GO:0003676 GO:0003677 GO:0003723 GO:0003938 GO:0046872 GO:0006177 GO:0006183
POLR3G,no,GO:0003682 GO:0003899 GO:0005515 GO:0006359 GO:0006383 GO:0008283 GO:0032728 GO:0045087 GO:0045089 GO:0051607
C17orf80,no,GO:0003674 GO:0005515 GO:0008150
MARCHF6-DT,no,GO:0005515 GO:0072572 GO:0010835 GO:0031397 GO:0045739
RELA-DT,no,
CCDC125,no,GO:0003674 GO:0005515 GO:0042802 GO:0035024 GO:0090630 GO:2000146
UNG,no,GO:0003684 GO:0004844 GO:0005515 GO:0043024 GO:0006281 GO:0006284 GO:0016446 GO:0043066 GO:0045008 GO:0045190 GO:0097510
SPOCK2,no,GO:0005509 GO:0005515 GO:0005539 GO:0008191 GO:0050840 GO:0007416 GO:0010811 GO:0010951 GO:0019800 GO:0030198 GO:0045595 GO:1990830 GO:2000147
PMS1,no,GO:0003677 GO:0005515 GO:0005524 GO:0016887 GO:0019899 GO:0030983 GO:0140664 GO:0006298 GO:0009410
COPS8,no,GO:0005515 GO:0000338 GO:0006468 GO:0007250 GO:0008285 GO:0010387 GO:0045116 GO:2000434
SH3PXD2B,no,GO:0005515 GO:0010314 GO:0016176 GO:0032266 GO:0042169 GO:0080025 GO:0001501 GO:0001654 GO:0006801 GO:0007507 GO:0022617 GO:0030154 GO:0042554 GO:0050790 GO:0060348 GO:0060612 GO:0071800 GO:0072657
DEPTOR,no,GO:0005515 GO:0006469 GO:0032007 GO:0035556 GO:0045792 GO:1903940 GO:1904262 GO:2001236
PTS,no,GO:0003874 GO:0005515 GO:0042802 GO:0046872 GO:0006520 GO:0006729 GO:0007417
PDZD9,no,
LRRC49,no,
IGF1R,no,GO:0001965 GO:0004713 GO:0004714 GO:0005009 GO:0005010 GO:0005158 GO:0005515 GO:0005520 GO:0005524 GO:0031994 GO:0042802 GO:0043548 GO:0043559 GO:0043560 GO:0140318 GO:0003230 GO:0006955 GO:0007165 GO:0007169 GO:0007275 GO:0007409 GO:0007568 GO:0008284 GO:0008286 GO:0010656 GO:0014065 GO:0014068 GO:0021549 GO:0021766 GO:0030010 GO:0030335 GO:0032467 GO:0033197 GO:0033674 GO:0033690 GO:0034224 GO:0035094 GO:0038083 GO:0042593 GO:0043066 GO:0043243 GO:0043409 GO:0043410 GO:0044849 GO:0045056 GO:0045471 GO:0046328 GO:0046777 GO:0048009 GO:0048015 GO:0048661 GO:0048680 GO:0051054 GO:0051897 GO:0071260 GO:0071333 GO:0071392 GO:0071393 GO:0071394 GO:0071549 GO:0071560 GO:0090031 GO:0090398 GO:0097062 GO:0097242 GO:0120162 GO:1902065 GO:1903944 GO:1904045 GO:1904193 GO:1904385 GO:1904646 GO:1990314
TRIB3,no,GO:0003714 GO:0004860 GO:0005515 GO:0005524 GO:0016301 GO:0019901 GO:0031434 GO:0031625 GO:0055106 GO:0000122 GO:0006468 GO:0006469 GO:0010506 GO:0010827 GO:0032092 GO:0032436 GO:0032869 GO:0034976 GO:0043405 GO:0045599 GO:0045717 GO:0045892 GO:0051443 GO:0070059
MED28,no,GO:0003779 GO:0005515 GO:0032968 GO:0035019 GO:0051123 GO:0051151 GO:0060261
SEC14L2,no,GO:0005543 GO:0008431 GO:0045540 GO:0045893
CD81,no,GO:0001618 GO:0005178 GO:0005515 GO:0015485 GO:0023026 GO:0042289 GO:1990459 GO:0001771 GO:0002455 GO:0002863 GO:0008104 GO:0008284 GO:0014905 GO:0030890 GO:0031623 GO:0031647 GO:0034238 GO:0035783 GO:0043128 GO:0043410 GO:0045944 GO:0046718 GO:0046813 GO:0050731 GO:0050861 GO:0050862 GO:0061462 GO:0070863 GO:0071404 GO:0072659 GO:0072675 GO:1903911 GO:1904352 GO:1905521 GO:1905676 GO:2000553 GO:2000563 GO:2001190
ECSIT,no,GO:0005515 GO:0032981 GO:0045087 GO:0051341 GO:0061635
ATG4B,no,GO:0004175 GO:0004197 GO:0005515 GO:0008234 GO:0019786 GO:0097110 GO:0000423 GO:0006508 GO:0006914 GO:0015031 GO:0016236 GO:0016237 GO:0031173 GO:0034497 GO:0051697 GO:0061912
PEMT,no,GO:0000773 GO:0004608 GO:0080101 GO:0001835 GO:0006656 GO:0006686 GO:0032259 GO:0120162
NF2,no,GO:0003779 GO:0005178 GO:0005515 GO:0000165 GO:0001707 GO:0001953 GO:0006469 GO:0007398 GO:0008285 GO:0010626 GO:0014010 GO:0014013 GO:0021766 GO:0022408 GO:0030036 GO:0030336 GO:0031647 GO:0033687 GO:0033689 GO:0035330 GO:0042475 GO:0042532 GO:0042981 GO:0043409 GO:0045216 GO:0045597 GO:0046426 GO:0051496 GO:0051726 GO:0070306 GO:0072091 GO:1900180 GO:2000177
AK1,no,GO:0004017 GO:0004550 GO:0005524 GO:0006165 GO:0006172 GO:0009142 GO:0015949 GO:0046033 GO:0046034 GO:0046940
MIR10527,no,
NDUFA11,no,GO:0005515 GO:0009060 GO:0032981 GO:0042776
ABCC9,no,GO:0005261 GO:0005267 GO:0005524 GO:0008281 GO:0015272 GO:0015459 GO:0019829 GO:0022857 GO:0042626 GO:0043225 GO:0044325 GO:0140359 GO:0015698 GO:0033198 GO:0045776 GO:0051607 GO:0055085 GO:0061337 GO:0071805 GO:0086003 GO:0098655 GO:0098662 GO:0150104 GO:1903760 GO:1990573
USP22,no,GO:0003713 GO:0004843 GO:0005515 GO:0008270 GO:0010485 GO:0019899 GO:0030374 GO:0006282 GO:0006325 GO:0006357 GO:0006511 GO:0007049 GO:0009792 GO:0016574 GO:0016578 GO:0016579 GO:0035521 GO:0035522 GO:0043484 GO:0043966 GO:0045893 GO:0045931
AMACR,no,GO:0008111 GO:0006699 GO:0008206 GO:0033540
POLR2J2,no,GO:0001055 GO:0003677 GO:0003899 GO:0046983 GO:0006366
DEPDC4,no,
UBE2M,no,GO:0004842 GO:0005515 GO:0005524 GO:0019788 GO:0061654 GO:0016567 GO:0036211 GO:0043525 GO:0043687 GO:0045116
TAF2,no,GO:0000976 GO:0003682 GO:0005515 GO:0016251 GO:0000086 GO:0006282 GO:0006357 GO:0006367 GO:0006468 GO:0014070 GO:0035521 GO:0035522 GO:0042789 GO:0043966 GO:0045893 GO:0051123 GO:0060261
LRRC8C,no,GO:0005225 GO:0005515 GO:0015698 GO:0015734 GO:0015810 GO:0034214 GO:0045444 GO:0071470 GO:0098656 GO:0140361
NSMAF,no,GO:0005515 GO:0016230 GO:0006672 GO:0007165 GO:0043065 GO:0050790
ATP10D,no,GO:0000287 GO:0005515 GO:0005524 GO:0016887 GO:0140326 GO:0140351 GO:0006812 GO:0034220 GO:0045332
ANKIB1,no,GO:0005515 GO:0031624 GO:0046872 GO:0061630 GO:0000209 GO:0006511 GO:0032436
ZNF22,no,GO:0000977 GO:0000981 GO:0003677 GO:0008270 GO:0006355 GO:0006357 GO:0042476
RNF41,no,GO:0004842 GO:0005128 GO:0005135 GO:0005515 GO:0008270 GO:0019904 GO:0030971 GO:0031267 GO:0042802 GO:0061630 GO:0000209 GO:0006914 GO:0008285 GO:0010498 GO:0016567 GO:0030336 GO:0043408 GO:0045619 GO:0045637 GO:0045732 GO:0051865 GO:0051896 GO:0097191 GO:1901525 GO:2000377 GO:2000379
ADSS1,no,GO:0000287 GO:0004019 GO:0005525 GO:0042301 GO:0002376 GO:0006167 GO:0044208 GO:0046040
CMTM3,no,GO:0005125 GO:0005515 GO:0001835 GO:0006935 GO:0007165 GO:0050861
ZNF436,no,GO:0000977 GO:0000981 GO:0001227 GO:0005515 GO:0046872 GO:0000122 GO:0006357
LOC283299,no,
APH1A,no,GO:0005515 GO:0019899 GO:0030674 GO:0061133 GO:0001656 GO:0006509 GO:0007219 GO:0007220 GO:0010950 GO:0016485 GO:0031293 GO:0034205 GO:0042982 GO:0042987 GO:0043085
SNORA17A,no,
NPPA-AS1,no,GO:0003729 GO:0010468
XPO7,no,GO:0005049 GO:0005515 GO:0031267 GO:0006611
ZFHX4,no,GO:0000978 GO:0000981 GO:0008270 GO:0006357
SCAI,no,GO:0003714 GO:0005515 GO:0006351 GO:0030336 GO:0035024 GO:0045892
KRTAP2-2,no,
TMEM243,no,
TOR3A,no,
SPTBN1,no,GO:0003723 GO:0003779 GO:0005200 GO:0005515 GO:0005516 GO:0005543 GO:0030506 GO:0045296 GO:0051015 GO:0051020 GO:0000281 GO:0007009 GO:0007182 GO:0007417 GO:0021556 GO:0030036 GO:0032743 GO:0043001 GO:0051693 GO:0060390 GO:0071709 GO:0072659 GO:1903076 GO:1903078
TRAM2-AS1,no,
LOC105372245,no,
SRRM5,no,
TMEM138,no,
YIF1A,no,GO:0005515 GO:0006888 GO:0015031
ADM5,no,GO:0003674 GO:0031700 GO:0003073 GO:0007189 GO:0008150 GO:0010460 GO:1990410
GPR15,no,GO:0001618 GO:0004930 GO:0005515 GO:0015026 GO:0001525 GO:0007186 GO:0046718 GO:0072678
NIPBL-DT,no,
TLCD2,no,
GAMT,no,GO:0005515 GO:0008168 GO:0008757 GO:0030731 GO:0006600 GO:0006601 GO:0006936 GO:0007283 GO:0009887 GO:0032259 GO:0040014
CDC42EP4,no,GO:0003723 GO:0005515 GO:0031267 GO:0007266 GO:0008360 GO:0030838 GO:0031274 GO:0071346
FRRS1,no,GO:0016722 GO:0046872 GO:0006879
CYB5A,no,GO:0004129 GO:0005515 GO:0019899 GO:0020037 GO:0046872 GO:0022900 GO:1902600
NIPSNAP1,no,GO:0005515 GO:0042165 GO:0019233
ADK,no,GO:0003723 GO:0004001 GO:0004136 GO:0005524 GO:0046872 GO:0006144 GO:0006166 GO:0006175 GO:0009156 GO:0016310 GO:0032263 GO:0044209 GO:0106383
PRR16,no,GO:0005515 GO:0045727 GO:0045793
TUT4,no,GO:0003723 GO:0005515 GO:0008270 GO:0016779 GO:0035198 GO:0050265 GO:0000289 GO:0001556 GO:0010526 GO:0010586 GO:0010587 GO:0019827 GO:0031054 GO:0031123 GO:0071044 GO:0071076 GO:1990074
ORAI3,no,GO:0005515 GO:0015279 GO:0002115 GO:0070588
C12orf4,no,GO:0005515 GO:0043304
ZNF565,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
BOK,no,GO:0005102 GO:0005515 GO:0031625 GO:0042803 GO:0044877 GO:0046982 GO:0051400 GO:0001836 GO:0006915 GO:0006919 GO:0006921 GO:0007420 GO:0008584 GO:0008630 GO:0008635 GO:0010506 GO:0043065 GO:0043524 GO:0048709 GO:0051259 GO:0051402 GO:0051480 GO:0051902 GO:0060546 GO:0072332 GO:0097192 GO:1900119 GO:1901029 GO:1901030 GO:1901382 GO:1902237 GO:1903899 GO:1904708 GO:2001244
LEO1,no,GO:0005515 GO:1990269 GO:0001711 GO:0006368 GO:0006378 GO:0010390 GO:0016055 GO:0019827 GO:0031442 GO:0032968 GO:0033523 GO:0045638
GLRB,no,GO:0004888 GO:0005231 GO:0005254 GO:0005515 GO:0016594 GO:0016933 GO:0016934 GO:0030594 GO:0044877 GO:1904315 GO:0001964 GO:0006811 GO:0007165 GO:0007218 GO:0007268 GO:0007340 GO:0007399 GO:0007601 GO:0007628 GO:0034220 GO:0042391 GO:0043200 GO:0050877 GO:0060012 GO:0060013 GO:0060079 GO:0097112 GO:1902476
MRPL57,no,GO:0003735 GO:0005515 GO:0032543
MDP1,no,
SPAG9,no,GO:0005078 GO:0005515 GO:0008432 GO:0019894 GO:0030159 GO:0042802 GO:0001933 GO:0016192 GO:0030335 GO:0032418 GO:0042147 GO:0043410 GO:0045665 GO:0045666 GO:0051146 GO:1903860
ZNF440,no,GO:0000977 GO:0000981 GO:0001227 GO:0005515 GO:0046872 GO:0000122 GO:0006357
COQ10A,no,GO:0048039 GO:0006744 GO:0045333
SNX6,no,GO:0005515 GO:0034452 GO:0034713 GO:0035091 GO:0042803 GO:0006886 GO:0007175 GO:0016241 GO:0030512 GO:0042147 GO:0043524 GO:0045892 GO:0099072 GO:1903593 GO:1904646
RNA18SN2,no,
SPDYE1,no,GO:0019901 GO:0045737
ZC3H8,no,GO:0001162 GO:0001227 GO:0003723 GO:0005515 GO:0046872 GO:0000122 GO:0006915 GO:0033085 GO:0042795 GO:0042796 GO:0043029 GO:0045892 GO:0045945 GO:0046677 GO:0070245
GLIS3,no,GO:0000978 GO:0000981 GO:0001227 GO:0001228 GO:0005515 GO:0046872 GO:0000122 GO:0006357 GO:0006366 GO:0045944
SNORD78,no,
LOC105378649,no,
CD2AP,no,GO:0005172 GO:0005200 GO:0005515 GO:0008013 GO:0008022 GO:0017124 GO:0042802 GO:0044877 GO:0045296 GO:0006930 GO:0007015 GO:0007049 GO:0007165 GO:0016050 GO:0016477 GO:0032905 GO:0032911 GO:0043161 GO:0048259 GO:0050714 GO:0050808 GO:0051058 GO:0051301 GO:0065003 GO:0098609 GO:1900182 GO:2000249
NHSL1,no,
MOSPD3,no,GO:0005515 GO:0033149 GO:0007507 GO:0061817 GO:0090158
STIMATE,no,GO:0005246 GO:0005515 GO:0032237 GO:0035584 GO:0070886
EIF6,no,GO:0003743 GO:0005515 GO:0043022 GO:0043023 GO:0000054 GO:0000460 GO:0000470 GO:0006110 GO:0006413 GO:0032868 GO:0035195 GO:0035278 GO:0042256 GO:0042304 GO:0045652 GO:0045727 GO:1902626 GO:2000377
ATF7IP,no,GO:0003712 GO:0003714 GO:0005515 GO:0016887 GO:0000122 GO:0006306 GO:0006351 GO:0006355 GO:0031647 GO:0045892 GO:0045893 GO:0045898 GO:0050821 GO:0090309
MED4-AS1,no,
TAGLN,no,GO:0005515 GO:0051015 GO:0007517 GO:0030855
LOC105372859,no,
ZBTB47,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
ASTN2,no,GO:0005509 GO:0043533 GO:0001764 GO:0007158 GO:0015031 GO:0034394 GO:0048105 GO:2000009
EPSTI1,no,
WNT3,no,GO:0005109 GO:0005125 GO:0005515 GO:0019904 GO:0048018 GO:0000902 GO:0001707 GO:0007276 GO:0007411 GO:0009948 GO:0009950 GO:0010467 GO:0010628 GO:0030177 GO:0030182 GO:0035115 GO:0035116 GO:0044338 GO:0044339 GO:0045165 GO:0048697 GO:0048843 GO:0050767 GO:0060064 GO:0060070 GO:0060174 GO:0060323 GO:0061180 GO:0071300 GO:0072089 GO:1904954 GO:1905474
ARHGAP12,no,GO:0005096 GO:0002011 GO:0006911 GO:0007015 GO:0007165 GO:0043087 GO:0051058
BCKDK,no,GO:0004674 GO:0004740 GO:0005515 GO:0005524 GO:0016301 GO:0047323 GO:0006468 GO:0009063 GO:0009083 GO:0010906 GO:0016310 GO:0045763
RUVBL1,no,GO:0001094 GO:0003678 GO:0003713 GO:0005515 GO:0005524 GO:0016887 GO:0017025 GO:0043531 GO:0045296 GO:0051117 GO:0000492 GO:0000723 GO:0006275 GO:0006281 GO:0006282 GO:0006310 GO:0006338 GO:0006355 GO:0006357 GO:0007049 GO:0007283 GO:0016573 GO:0032508 GO:0033044 GO:0042981 GO:0043967 GO:0043968 GO:0045739 GO:0045893 GO:0045995 GO:0050821 GO:0051301 GO:0051726 GO:0060382 GO:0090263 GO:1904507 GO:1904874 GO:1905168 GO:2000779
PHTF2,no,
TRIP6,no,GO:0003723 GO:0005149 GO:0005515 GO:0019900 GO:0046872 GO:0046966 GO:0007165 GO:0030335 GO:0043009 GO:0048041 GO:1901224
GMPPB,no,GO:0004475 GO:0005515 GO:0005525 GO:0016779 GO:0006486 GO:0009298
CDK2,no,GO:0000287 GO:0004674 GO:0004693 GO:0005515 GO:0005524 GO:0019904 GO:0030332 GO:0035173 GO:0097472 GO:0106310 GO:0000082 GO:0000086 GO:0000122 GO:0006260 GO:0006281 GO:0006351 GO:0006468 GO:0006813 GO:0007099 GO:0007165 GO:0007265 GO:0008284 GO:0010389 GO:0010468 GO:0016570 GO:0018105 GO:0031453 GO:0031571 GO:0032298 GO:0043687 GO:0045893 GO:0051298 GO:0051301 GO:0051321 GO:0071732 GO:0090398 GO:1905784
SPATA21,no,
ZNG1A,no,GO:0005515 GO:0005525 GO:0016787 GO:0046872 GO:0001822
PIBF1,no,GO:0005136 GO:0005515 GO:0002376 GO:0007080 GO:0031393 GO:0032695 GO:0032733 GO:0032815 GO:0042531 GO:0042532 GO:0042976 GO:0060271 GO:0071539 GO:0090307 GO:1905515
NSUN2,no,GO:0000049 GO:0003723 GO:0008168 GO:0016428 GO:0062152 GO:0001510 GO:0001701 GO:0006400 GO:0007286 GO:0010793 GO:0030488 GO:0033313 GO:0036416 GO:0048820 GO:0051301 GO:0080009 GO:2000736
RBM15,no,GO:0003723 GO:0003729 GO:0005515 GO:0000381 GO:0001510 GO:0001569 GO:0007221 GO:0009048 GO:0038163 GO:0045638 GO:0045652 GO:0045892 GO:0048536 GO:0060412 GO:0060674
LAMA2,no,GO:0005102 GO:0005198 GO:0005201 GO:0007155 GO:0007411 GO:0007517 GO:0009887 GO:0009888 GO:0030334 GO:0032224 GO:0035633 GO:0045785 GO:0045995 GO:0051149 GO:0110011 GO:2001046
